dept,Year,AIadj,SYSadj,Theoadj,IAadj
Univ. of Colorado Colorado Springs,2000,1.75 ,1.33 ,1.00 ,1.00 
Univ. of Colorado Colorado Springs,2001,1.50 ,1.00 ,1.00 ,1.00 
Univ. of Colorado Colorado Springs,2002,1.33 ,1.00 ,1.00 ,1.00 
Univ. of Colorado Colorado Springs,2003,1.50 ,1.00 ,1.00 ,1.00 
Univ. of Colorado Colorado Springs,2004,1.33 ,1.00 ,1.00 ,1.00 
Univ. of Colorado Colorado Springs,2005,1.20 ,1.00 ,1.00 ,1.00 
Univ. of Colorado Colorado Springs,2007,3.17 ,1.00 ,1.00 ,1.00 
Univ. of Colorado Colorado Springs,2008,1.25 ,1.00 ,1.00 ,1.17 
Univ. of Colorado Colorado Springs,2010,1.25 ,1.00 ,1.00 ,1.00 
Univ. of Colorado Colorado Springs,2011,1.00 ,1.00 ,1.00 ,1.25 
Univ. of Colorado Colorado Springs,2012,1.25 ,1.33 ,1.00 ,1.33 
Univ. of Colorado Colorado Springs,2013,1.00 ,1.25 ,1.00 ,1.00 
Univ. of Colorado Colorado Springs,2014,1.45 ,1.24 ,1.00 ,1.29 
Univ. of Colorado Colorado Springs,2015,1.48 ,1.25 ,1.00 ,1.41 
Univ. of Colorado Colorado Springs,2016,2.83 ,1.00 ,1.00 ,1.00 
Univ. of Colorado Colorado Springs,2017,1.00 ,1.24 ,1.00 ,1.00 
