dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of California - Davis,2000,1.50 ,1.65 ,1.83 ,1.71 
University of California - Davis,2001,1.83 ,1.43 ,1.83 ,1.43 
University of California - Davis,2002,1.25 ,1.53 ,1.83 ,1.92 
University of California - Davis,2003,1.41 ,1.70 ,1.50 ,1.93 
University of California - Davis,2004,1.73 ,1.60 ,1.00 ,1.88 
University of California - Davis,2005,1.00 ,1.76 ,1.33 ,1.72 
University of California - Davis,2006,1.66 ,1.66 ,2.00 ,1.00 
University of California - Davis,2007,1.61 ,1.51 ,1.33 ,2.42 
University of California - Davis,2008,1.45 ,1.77 ,2.00 ,1.55 
University of California - Davis,2009,1.65 ,1.62 ,1.63 ,1.83 
University of California - Davis,2010,1.64 ,1.61 ,1.34 ,1.85 
University of California - Davis,2011,1.99 ,1.73 ,1.20 ,1.36 
University of California - Davis,2012,1.84 ,1.47 ,1.60 ,3.35 
University of California - Davis,2013,1.69 ,1.77 ,1.25 ,1.66 
University of California - Davis,2014,1.99 ,1.73 ,1.73 ,1.49 
University of California - Davis,2015,2.13 ,1.67 ,1.58 ,1.54 
University of California - Davis,2016,2.40 ,1.48 ,1.41 ,1.00 
University of California - Davis,2017,2.27 ,1.95 ,1.00 ,1.57 
