dept,Year,AIadj,SYSadj,Theoadj,IAadj
Cornell University,2000,2.92 ,1.68 ,5.63 ,1.58 
Cornell University,2001,2.77 ,1.60 ,2.19 ,1.36 
Cornell University,2002,2.63 ,1.52 ,2.33 ,2.17 
Cornell University,2003,2.53 ,1.66 ,3.67 ,1.94 
Cornell University,2004,2.24 ,1.92 ,3.29 ,1.50 
Cornell University,2005,2.85 ,1.91 ,3.84 ,1.69 
Cornell University,2006,2.87 ,1.67 ,2.40 ,2.29 
Cornell University,2007,3.44 ,1.91 ,2.86 ,1.69 
Cornell University,2008,3.31 ,1.69 ,2.16 ,1.97 
Cornell University,2009,3.56 ,1.87 ,2.58 ,1.93 
Cornell University,2010,2.57 ,1.96 ,2.17 ,2.35 
Cornell University,2011,4.03 ,1.80 ,2.42 ,2.46 
Cornell University,2012,3.66 ,1.73 ,2.89 ,2.70 
Cornell University,2013,4.49 ,2.01 ,2.23 ,3.10 
Cornell University,2014,3.66 ,2.02 ,1.74 ,2.54 
Cornell University,2015,4.07 ,2.45 ,2.51 ,2.39 
Cornell University,2016,3.29 ,2.31 ,1.53 ,2.88 
Cornell University,2017,3.78 ,2.14 ,2.25 ,2.76 
