dept,Year,AIadj,SYSadj,Theoadj,IAadj
George Washington University,2000,1.00 ,1.00 ,1.33 ,1.00 
George Washington University,2001,1.25 ,1.00 ,1.00 ,1.00 
George Washington University,2002,1.50 ,1.00 ,1.00 ,1.00 
George Washington University,2003,2.21 ,1.17 ,1.00 ,1.50 
George Washington University,2004,2.00 ,1.00 ,1.00 ,1.83 
George Washington University,2005,1.41 ,1.50 ,1.00 ,1.00 
George Washington University,2006,1.63 ,1.00 ,1.00 ,2.00 
George Washington University,2007,1.65 ,1.46 ,1.00 ,1.25 
George Washington University,2008,1.46 ,1.50 ,1.00 ,1.00 
George Washington University,2009,1.19 ,1.25 ,1.00 ,1.00 
George Washington University,2010,1.36 ,1.14 ,1.00 ,2.00 
George Washington University,2011,1.37 ,1.70 ,1.00 ,1.50 
George Washington University,2012,1.65 ,1.65 ,1.00 ,1.50 
George Washington University,2013,1.89 ,1.27 ,1.00 ,1.00 
George Washington University,2014,1.20 ,1.44 ,1.00 ,1.50 
George Washington University,2015,1.33 ,1.60 ,1.00 ,1.75 
George Washington University,2016,1.50 ,1.45 ,1.00 ,1.00 
George Washington University,2017,1.31 ,1.19 ,1.00 ,1.58 
