dept,Year,AIadj,SYSadj,Theoadj,IAadj
Dartmouth College,2000,1.00 ,1.50 ,1.00 ,1.49 
Dartmouth College,2001,1.62 ,1.50 ,1.25 ,1.25 
Dartmouth College,2002,1.50 ,1.50 ,1.00 ,1.70 
Dartmouth College,2003,1.41 ,1.33 ,1.00 ,1.00 
Dartmouth College,2004,1.50 ,1.33 ,2.08 ,1.41 
Dartmouth College,2005,1.00 ,1.29 ,2.00 ,1.58 
Dartmouth College,2006,2.08 ,1.20 ,1.25 ,1.78 
Dartmouth College,2007,1.00 ,1.36 ,1.33 ,1.58 
Dartmouth College,2008,1.33 ,1.38 ,2.62 ,1.67 
Dartmouth College,2009,1.54 ,1.20 ,1.83 ,1.33 
Dartmouth College,2010,1.49 ,1.33 ,1.25 ,1.47 
Dartmouth College,2011,1.56 ,1.23 ,1.50 ,1.61 
Dartmouth College,2012,1.91 ,1.19 ,1.58 ,1.72 
Dartmouth College,2013,1.62 ,1.17 ,2.00 ,1.66 
Dartmouth College,2014,2.17 ,1.27 ,1.25 ,1.33 
Dartmouth College,2015,1.52 ,1.80 ,1.83 ,1.52 
Dartmouth College,2016,1.75 ,1.89 ,2.00 ,1.96 
Dartmouth College,2017,1.29 ,1.00 ,1.25 ,2.37 
