dept,Year,AIadj,SYSadj,Theoadj,IAadj
Arizona State University,2000,1.80 ,1.00 ,1.00 ,1.00 
Arizona State University,2001,1.71 ,1.83 ,1.00 ,1.00 
Arizona State University,2002,1.33 ,1.34 ,1.00 ,1.00 
Arizona State University,2003,1.46 ,1.25 ,1.00 ,1.00 
Arizona State University,2004,1.88 ,1.00 ,1.00 ,1.21 
Arizona State University,2005,2.33 ,1.26 ,1.00 ,1.33 
Arizona State University,2006,1.75 ,1.51 ,1.00 ,1.50 
Arizona State University,2007,2.79 ,1.83 ,1.33 ,1.44 
Arizona State University,2008,2.34 ,1.20 ,1.00 ,1.00 
Arizona State University,2009,1.97 ,1.41 ,1.00 ,1.51 
Arizona State University,2010,1.63 ,1.53 ,1.00 ,1.25 
Arizona State University,2011,1.81 ,1.37 ,1.00 ,2.00 
Arizona State University,2012,2.76 ,1.33 ,1.00 ,1.80 
Arizona State University,2013,2.45 ,1.66 ,1.00 ,1.65 
Arizona State University,2014,1.76 ,1.51 ,1.00 ,2.63 
Arizona State University,2015,2.21 ,1.30 ,1.00 ,1.76 
Arizona State University,2016,2.07 ,1.53 ,1.00 ,1.23 
Arizona State University,2017,3.02 ,1.48 ,1.00 ,1.53 
