dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Colorado Boulder,2000,1.63 ,1.16 ,1.50 ,1.00 
University of Colorado Boulder,2001,1.38 ,1.25 ,1.00 ,1.17 
University of Colorado Boulder,2002,1.41 ,1.58 ,1.83 ,1.45 
University of Colorado Boulder,2003,1.25 ,1.32 ,1.33 ,1.50 
University of Colorado Boulder,2004,1.80 ,1.28 ,1.00 ,1.00 
University of Colorado Boulder,2005,1.64 ,1.41 ,1.29 ,1.71 
University of Colorado Boulder,2006,1.74 ,1.64 ,1.00 ,1.84 
University of Colorado Boulder,2007,1.63 ,1.34 ,1.25 ,1.50 
University of Colorado Boulder,2008,1.54 ,1.44 ,1.00 ,2.04 
University of Colorado Boulder,2009,1.45 ,1.36 ,1.67 ,2.30 
University of Colorado Boulder,2010,1.35 ,1.31 ,1.20 ,2.04 
University of Colorado Boulder,2011,1.50 ,1.58 ,1.70 ,2.09 
University of Colorado Boulder,2012,2.00 ,1.27 ,1.49 ,2.37 
University of Colorado Boulder,2013,1.51 ,1.55 ,2.70 ,2.20 
University of Colorado Boulder,2014,1.71 ,1.54 ,1.87 ,2.76 
University of Colorado Boulder,2015,1.92 ,1.41 ,1.48 ,3.11 
University of Colorado Boulder,2016,1.87 ,1.40 ,1.00 ,3.08 
University of Colorado Boulder,2017,1.65 ,1.39 ,1.33 ,2.27 
