dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Chicago,2000,1.25 ,1.43 ,2.00 ,1.00 
University of Chicago,2001,1.00 ,1.82 ,2.00 ,1.33 
University of Chicago,2002,1.50 ,1.57 ,1.50 ,1.33 
University of Chicago,2003,1.37 ,1.58 ,1.33 ,1.25 
University of Chicago,2004,1.00 ,2.17 ,1.50 ,1.48 
University of Chicago,2005,1.50 ,1.48 ,1.50 ,1.00 
University of Chicago,2006,1.50 ,1.77 ,2.50 ,1.34 
University of Chicago,2007,1.00 ,1.77 ,1.50 ,1.00 
University of Chicago,2008,1.50 ,1.41 ,2.67 ,1.33 
University of Chicago,2009,1.33 ,1.47 ,1.33 ,1.25 
University of Chicago,2010,1.33 ,1.53 ,2.50 ,1.50 
University of Chicago,2011,1.00 ,1.41 ,1.25 ,1.00 
University of Chicago,2012,1.39 ,1.47 ,3.00 ,1.28 
University of Chicago,2013,1.37 ,1.56 ,1.84 ,1.31 
University of Chicago,2014,1.58 ,1.56 ,1.33 ,1.59 
University of Chicago,2015,1.25 ,1.49 ,1.00 ,1.10 
University of Chicago,2016,1.50 ,1.66 ,2.00 ,1.74 
University of Chicago,2017,1.29 ,1.65 ,1.00 ,1.25 
