dept,Year,AIadj,SYSadj,Theoadj,IAadj
Univ. of Maryland - Baltimore County,2000,1.33 ,1.00 ,1.00 ,1.58 
Univ. of Maryland - Baltimore County,2002,1.29 ,1.00 ,1.00 ,1.70 
Univ. of Maryland - Baltimore County,2004,1.25 ,1.00 ,1.00 ,1.33 
Univ. of Maryland - Baltimore County,2005,2.73 ,1.22 ,1.00 ,1.50 
Univ. of Maryland - Baltimore County,2006,1.47 ,1.00 ,1.00 ,1.50 
Univ. of Maryland - Baltimore County,2007,1.71 ,1.22 ,1.00 ,1.26 
Univ. of Maryland - Baltimore County,2008,1.37 ,1.25 ,1.00 ,1.41 
Univ. of Maryland - Baltimore County,2009,1.33 ,1.20 ,1.00 ,1.20 
Univ. of Maryland - Baltimore County,2010,1.41 ,1.19 ,1.00 ,1.17 
Univ. of Maryland - Baltimore County,2011,1.44 ,1.00 ,1.00 ,1.17 
Univ. of Maryland - Baltimore County,2012,1.55 ,1.00 ,1.00 ,1.67 
Univ. of Maryland - Baltimore County,2013,1.41 ,1.17 ,1.00 ,1.41 
Univ. of Maryland - Baltimore County,2014,1.51 ,1.29 ,1.00 ,1.00 
Univ. of Maryland - Baltimore County,2015,1.44 ,1.00 ,1.00 ,1.22 
Univ. of Maryland - Baltimore County,2016,1.53 ,1.32 ,1.00 ,1.25 
Univ. of Maryland - Baltimore County,2017,1.40 ,1.00 ,1.00 ,1.00 
