dept,Year,AIadj,SYSadj,Theoadj,IAadj
Colorado State University,2000,1.57 ,1.00 ,1.00 ,1.00 
Colorado State University,2001,2.00 ,1.00 ,2.00 ,1.00 
Colorado State University,2002,1.00 ,1.00 ,1.50 ,1.00 
Colorado State University,2003,1.00 ,1.33 ,1.25 ,1.75 
Colorado State University,2004,1.39 ,1.83 ,2.00 ,1.33 
Colorado State University,2005,1.00 ,1.00 ,1.00 ,1.50 
Colorado State University,2006,1.00 ,1.50 ,1.00 ,1.25 
Colorado State University,2007,1.00 ,1.32 ,1.00 ,1.50 
Colorado State University,2008,1.50 ,1.32 ,1.00 ,1.25 
Colorado State University,2009,1.67 ,1.00 ,1.00 ,1.00 
Colorado State University,2010,1.83 ,1.20 ,1.00 ,1.00 
Colorado State University,2012,2.00 ,1.22 ,1.00 ,1.00 
Colorado State University,2013,1.33 ,1.00 ,1.00 ,1.00 
Colorado State University,2014,1.40 ,1.17 ,1.00 ,1.00 
Colorado State University,2015,1.67 ,1.50 ,1.00 ,1.00 
Colorado State University,2016,1.00 ,1.00 ,1.00 ,1.20 
Colorado State University,2017,1.25 ,1.17 ,1.00 ,1.00 
