dept,Year,AIadj,SYSadj,Theoadj,IAadj
Univ. of Illinois at Urbana-Champaign,2000,1.51 ,2.12 ,4.12 ,1.91 
Univ. of Illinois at Urbana-Champaign,2001,1.93 ,1.87 ,6.75 ,2.08 
Univ. of Illinois at Urbana-Champaign,2002,2.24 ,2.27 ,4.83 ,2.14 
Univ. of Illinois at Urbana-Champaign,2003,2.61 ,2.05 ,2.89 ,2.28 
Univ. of Illinois at Urbana-Champaign,2004,2.18 ,2.19 ,2.76 ,2.42 
Univ. of Illinois at Urbana-Champaign,2005,3.01 ,2.00 ,3.82 ,1.61 
Univ. of Illinois at Urbana-Champaign,2006,3.68 ,2.34 ,3.92 ,2.07 
Univ. of Illinois at Urbana-Champaign,2007,2.93 ,2.16 ,2.35 ,2.27 
Univ. of Illinois at Urbana-Champaign,2008,2.12 ,2.18 ,3.00 ,2.12 
Univ. of Illinois at Urbana-Champaign,2009,2.30 ,2.46 ,2.47 ,2.34 
Univ. of Illinois at Urbana-Champaign,2010,2.53 ,2.29 ,2.43 ,3.37 
Univ. of Illinois at Urbana-Champaign,2011,2.50 ,2.36 ,2.92 ,2.14 
Univ. of Illinois at Urbana-Champaign,2012,2.45 ,2.58 ,4.17 ,2.36 
Univ. of Illinois at Urbana-Champaign,2013,2.38 ,2.53 ,3.34 ,2.84 
Univ. of Illinois at Urbana-Champaign,2014,2.18 ,2.70 ,2.58 ,1.91 
Univ. of Illinois at Urbana-Champaign,2015,2.88 ,2.43 ,2.98 ,2.63 
Univ. of Illinois at Urbana-Champaign,2016,3.17 ,2.35 ,3.64 ,2.34 
Univ. of Illinois at Urbana-Champaign,2017,2.50 ,1.72 ,2.74 ,2.50 
