dept,Year,AIadj,SYSadj,Theoadj,IAadj
Kansas State University,2000,1.00 ,1.29 ,1.00 ,1.00 
Kansas State University,2001,1.33 ,1.25 ,1.00 ,1.00 
Kansas State University,2002,1.00 ,1.50 ,1.00 ,1.00 
Kansas State University,2003,1.00 ,1.45 ,1.00 ,1.00 
Kansas State University,2004,1.00 ,1.29 ,1.00 ,1.50 
Kansas State University,2006,1.00 ,1.33 ,1.00 ,1.00 
Kansas State University,2009,1.00 ,1.28 ,1.00 ,1.00 
Kansas State University,2010,1.33 ,1.00 ,1.00 ,1.00 
Kansas State University,2011,1.25 ,1.00 ,1.00 ,1.00 
Kansas State University,2012,1.33 ,1.00 ,1.00 ,1.00 
Kansas State University,2013,1.25 ,1.41 ,1.50 ,1.25 
Kansas State University,2014,1.43 ,1.29 ,1.00 ,1.50 
Kansas State University,2015,1.33 ,1.50 ,1.00 ,1.00 
Kansas State University,2016,1.41 ,1.50 ,1.50 ,1.00 
Kansas State University,2017,1.37 ,1.00 ,1.00 ,1.00 
