dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of California - Santa Barbara,2000,1.50 ,1.85 ,1.67 ,1.00 
University of California - Santa Barbara,2001,1.48 ,1.90 ,2.83 ,1.33 
University of California - Santa Barbara,2002,1.25 ,1.76 ,1.00 ,1.00 
University of California - Santa Barbara,2003,1.60 ,2.24 ,1.66 ,1.73 
University of California - Santa Barbara,2004,1.48 ,1.90 ,1.32 ,1.53 
University of California - Santa Barbara,2005,1.56 ,1.57 ,1.33 ,1.20 
University of California - Santa Barbara,2006,1.45 ,1.73 ,1.00 ,1.00 
University of California - Santa Barbara,2007,1.49 ,1.64 ,1.50 ,1.40 
University of California - Santa Barbara,2008,1.29 ,1.70 ,1.00 ,1.70 
University of California - Santa Barbara,2009,1.45 ,1.81 ,1.66 ,1.50 
University of California - Santa Barbara,2010,1.39 ,1.85 ,1.29 ,1.58 
University of California - Santa Barbara,2011,1.75 ,1.92 ,2.17 ,1.25 
University of California - Santa Barbara,2012,1.29 ,1.81 ,2.92 ,1.00 
University of California - Santa Barbara,2013,1.80 ,1.99 ,1.83 ,1.34 
University of California - Santa Barbara,2014,1.53 ,2.14 ,1.83 ,1.48 
University of California - Santa Barbara,2015,1.72 ,2.06 ,1.43 ,1.28 
University of California - Santa Barbara,2016,1.48 ,1.82 ,2.29 ,1.37 
University of California - Santa Barbara,2017,1.69 ,1.54 ,2.55 ,1.33 
