dept,Year,AIadj,SYSadj,Theoadj,IAadj
Carnegie Mellon University,2000,4.01 ,1.93 ,2.80 ,2.90 
Carnegie Mellon University,2001,2.86 ,2.02 ,2.16 ,3.05 
Carnegie Mellon University,2002,3.28 ,1.97 ,2.71 ,3.53 
Carnegie Mellon University,2003,5.59 ,1.95 ,2.91 ,3.15 
Carnegie Mellon University,2004,4.08 ,2.02 ,3.38 ,3.51 
Carnegie Mellon University,2005,4.77 ,2.26 ,2.02 ,3.55 
Carnegie Mellon University,2006,5.73 ,2.02 ,3.26 ,3.49 
Carnegie Mellon University,2007,6.76 ,2.12 ,2.55 ,5.00 
Carnegie Mellon University,2008,4.93 ,2.29 ,3.40 ,3.69 
Carnegie Mellon University,2009,5.40 ,2.09 ,2.85 ,4.80 
Carnegie Mellon University,2010,5.82 ,2.15 ,2.39 ,4.15 
Carnegie Mellon University,2011,5.58 ,1.82 ,3.02 ,4.86 
Carnegie Mellon University,2012,6.15 ,1.98 ,3.52 ,4.09 
Carnegie Mellon University,2013,7.20 ,1.93 ,3.41 ,3.93 
Carnegie Mellon University,2014,7.45 ,1.98 ,2.89 ,4.06 
Carnegie Mellon University,2015,8.95 ,2.30 ,2.19 ,4.68 
Carnegie Mellon University,2016,8.50 ,2.58 ,3.62 ,4.32 
Carnegie Mellon University,2017,9.01 ,2.72 ,3.21 ,2.99 
