dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Illinois at Chicago,2000,1.71 ,1.66 ,2.00 ,1.00 
University of Illinois at Chicago,2001,1.97 ,1.53 ,1.46 ,1.70 
University of Illinois at Chicago,2002,1.69 ,1.73 ,1.33 ,1.00 
University of Illinois at Chicago,2003,1.97 ,1.63 ,1.00 ,1.00 
University of Illinois at Chicago,2004,1.65 ,1.61 ,1.00 ,1.25 
University of Illinois at Chicago,2005,1.64 ,1.41 ,1.51 ,1.17 
University of Illinois at Chicago,2006,2.38 ,1.56 ,1.00 ,1.00 
University of Illinois at Chicago,2007,1.93 ,2.00 ,1.33 ,1.61 
University of Illinois at Chicago,2008,1.68 ,1.55 ,1.78 ,1.25 
University of Illinois at Chicago,2009,1.75 ,1.49 ,1.82 ,1.11 
University of Illinois at Chicago,2010,2.19 ,1.48 ,2.83 ,1.33 
University of Illinois at Chicago,2011,1.73 ,1.40 ,1.57 ,1.48 
University of Illinois at Chicago,2012,1.97 ,1.40 ,1.00 ,1.00 
University of Illinois at Chicago,2013,1.97 ,1.56 ,2.83 ,1.28 
University of Illinois at Chicago,2014,1.96 ,2.70 ,1.50 ,1.17 
University of Illinois at Chicago,2015,2.26 ,1.39 ,1.29 ,1.25 
University of Illinois at Chicago,2016,2.32 ,1.59 ,1.41 ,1.00 
University of Illinois at Chicago,2017,1.67 ,1.39 ,1.43 ,1.22 
