dept,Year,AIadj,SYSadj,Theoadj,IAadj
Columbia University,2000,2.09 ,1.69 ,2.34 ,1.90 
Columbia University,2001,2.96 ,2.26 ,1.43 ,1.35 
Columbia University,2002,1.99 ,1.85 ,1.89 ,1.67 
Columbia University,2003,2.74 ,1.43 ,3.17 ,1.53 
Columbia University,2004,2.62 ,1.48 ,1.53 ,1.66 
Columbia University,2005,2.77 ,1.74 ,2.00 ,1.57 
Columbia University,2006,2.62 ,1.78 ,4.00 ,2.14 
Columbia University,2007,2.98 ,1.80 ,1.82 ,2.20 
Columbia University,2008,2.68 ,1.40 ,5.23 ,1.51 
Columbia University,2009,3.64 ,1.49 ,2.17 ,2.12 
Columbia University,2010,2.58 ,1.60 ,2.12 ,1.80 
Columbia University,2011,3.33 ,1.56 ,2.96 ,1.71 
Columbia University,2012,3.72 ,1.53 ,3.33 ,1.97 
Columbia University,2013,3.07 ,1.78 ,1.80 ,1.58 
Columbia University,2014,3.15 ,1.84 ,3.15 ,2.01 
Columbia University,2015,2.85 ,1.84 ,2.37 ,1.71 
Columbia University,2016,2.19 ,1.67 ,2.01 ,2.13 
Columbia University,2017,2.08 ,1.65 ,4.45 ,1.70 
