dept,Year,AIadj,SYSadj,Theoadj,IAadj
Stony Brook University,2000,1.50 ,1.47 ,1.49 ,1.67 
Stony Brook University,2001,1.83 ,1.37 ,2.04 ,1.76 
Stony Brook University,2002,1.50 ,1.50 ,1.98 ,1.92 
Stony Brook University,2003,2.58 ,1.38 ,1.63 ,2.07 
Stony Brook University,2004,1.63 ,1.35 ,1.29 ,3.47 
Stony Brook University,2005,1.97 ,1.55 ,1.50 ,2.33 
Stony Brook University,2006,1.61 ,1.71 ,1.96 ,1.65 
Stony Brook University,2007,1.83 ,1.65 ,1.00 ,1.87 
Stony Brook University,2008,2.86 ,1.53 ,1.47 ,1.39 
Stony Brook University,2009,1.89 ,1.68 ,1.51 ,1.40 
Stony Brook University,2010,1.89 ,1.52 ,1.00 ,1.70 
Stony Brook University,2011,2.58 ,1.37 ,1.51 ,1.77 
Stony Brook University,2012,1.67 ,1.52 ,1.48 ,1.50 
Stony Brook University,2013,2.14 ,1.61 ,1.25 ,2.10 
Stony Brook University,2014,1.75 ,1.59 ,1.35 ,1.63 
Stony Brook University,2015,1.56 ,1.53 ,1.20 ,1.51 
Stony Brook University,2016,1.91 ,1.46 ,1.70 ,1.83 
Stony Brook University,2017,1.60 ,1.70 ,1.49 ,1.75 
