dept,Year,AIadj,SYSadj,Theoadj,IAadj
Brown University,2000,2.50 ,1.67 ,2.53 ,2.00 
Brown University,2001,2.42 ,1.71 ,2.08 ,1.44 
Brown University,2002,1.32 ,1.49 ,2.42 ,1.35 
Brown University,2003,1.70 ,1.74 ,1.33 ,1.49 
Brown University,2004,1.51 ,1.73 ,2.08 ,1.42 
Brown University,2005,1.83 ,1.38 ,2.60 ,1.38 
Brown University,2006,1.70 ,1.55 ,2.24 ,1.60 
Brown University,2007,1.64 ,1.51 ,1.58 ,1.00 
Brown University,2008,1.85 ,1.82 ,2.83 ,1.50 
Brown University,2009,1.37 ,1.45 ,1.36 ,2.16 
Brown University,2010,1.97 ,1.45 ,1.00 ,1.27 
Brown University,2011,1.71 ,1.56 ,1.71 ,1.79 
Brown University,2012,1.48 ,1.46 ,2.13 ,1.57 
Brown University,2013,2.09 ,1.32 ,1.87 ,1.51 
Brown University,2014,1.75 ,1.55 ,2.06 ,1.46 
Brown University,2015,1.91 ,1.79 ,1.53 ,1.50 
Brown University,2016,2.34 ,1.33 ,2.78 ,1.41 
Brown University,2017,1.78 ,1.57 ,1.50 ,1.23 
