dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Texas at Arlington,2000,1.33 ,1.50 ,1.00 ,2.00 
University of Texas at Arlington,2001,1.38 ,1.87 ,1.00 ,1.00 
University of Texas at Arlington,2002,1.00 ,1.50 ,1.00 ,1.73 
University of Texas at Arlington,2003,1.73 ,1.58 ,1.00 ,1.25 
University of Texas at Arlington,2004,1.71 ,2.08 ,1.00 ,1.00 
University of Texas at Arlington,2005,1.56 ,1.53 ,1.00 ,1.00 
University of Texas at Arlington,2006,1.46 ,1.66 ,1.00 ,1.73 
University of Texas at Arlington,2007,1.76 ,1.47 ,1.00 ,1.50 
University of Texas at Arlington,2008,1.90 ,1.33 ,1.00 ,1.00 
University of Texas at Arlington,2009,2.07 ,1.58 ,1.00 ,1.70 
University of Texas at Arlington,2010,1.75 ,1.65 ,1.00 ,1.00 
University of Texas at Arlington,2011,2.36 ,1.85 ,1.00 ,1.00 
University of Texas at Arlington,2012,1.90 ,1.42 ,1.00 ,1.83 
University of Texas at Arlington,2013,2.02 ,1.37 ,1.00 ,1.00 
University of Texas at Arlington,2014,1.70 ,1.43 ,1.00 ,1.33 
University of Texas at Arlington,2015,1.41 ,1.56 ,1.00 ,1.00 
University of Texas at Arlington,2016,1.67 ,1.62 ,1.00 ,1.00 
University of Texas at Arlington,2017,1.57 ,1.56 ,1.00 ,1.00 
