Year,State,conf,count
2000,New Mexico,ECCV,1
2000,New Mexico,SIGGRAPH,1
2000,New Mexico,USENIX-Sec,1
2000,Texas,AAAI,3
2000,Texas,ACL,2
2000,Texas,CCS,1
2000,Texas,CVPR,2
2000,Texas,EuroCrypt,1
2000,Texas,FOCS,1
2000,Texas,ICML,1
2000,Texas,ICRA,1
2000,Texas,ICS,2
2000,Texas,LICS,1
2000,Texas,MICRO,1
2000,Texas,RTSS,1
2000,Texas,SC,1
2000,Texas,SIGCOMM,1
2000,Texas,SIGMETRICS,1
2000,Texas,SODA,1
2000,Texas,USENIX-Sec,1
2000,Texas,VIS,1
2000,Arizona,AAAI,2
2000,Arizona,CVPR,1
2000,Arizona,ECCV,1
2000,Arizona,POPL,1
2000,Arizona,RECOMB,1
2000,Arizona,SODA,1
2000,California,AAAI,9
2000,California,ACL,2
2000,California,ASPLOS,10
2000,California,CAV,4
2000,California,CCS,2
2000,California,CHI,3
2000,California,CRYPTO,3
2000,California,CVPR,11
2000,California,DAC,10
2000,California,EC,1
2000,California,ECCV,4
2000,California,EuroCrypt,6
2000,California,FOCS,11
2000,California,HPCA,4
2000,California,HPDC,2
2000,California,ICCAD,13
2000,California,ICML,9
2000,California,ICRA,13
2000,California,ICS,2
2000,California,ICSE,6
2000,California,IEEE-S&P,4
2000,California,IROS,5
2000,California,ISCA,3
2000,California,ISMB,5
2000,California,ISSTA,1
2000,California,KDD,1
2000,California,LICS,3
2000,California,MICRO,6
2000,California,MobiCom,4
2000,California,NDSS,5
2000,California,NIPS,13
2000,California,OOPSLA,3
2000,California,OSDI,6
2000,California,PLDI,3
2000,California,POPL,3
2000,California,RECOMB,5
2000,California,SC,3
2000,California,SIGCOMM,7
2000,California,SIGGRAPH,7
2000,California,SIGIR,1
2000,California,SIGMETRICS,3
2000,California,SIGMOD,6
2000,California,SODA,8
2000,California,STOC,16
2000,California,UIST,3
2000,California,USENIX-Sec,2
2000,California,VIS,7
2000,California,VLDB,7
2000,California,VR,2
2000,Colorado,AAAI,2
2000,Colorado,CRYPTO,1
2000,Colorado,CVPR,2
2000,Colorado,ICML,2
2000,Colorado,ICRA,1
2000,Colorado,MobiCom,1
2000,Colorado,NIPS,2
2000,Colorado,OSDI,1
2000,Colorado,PLDI,1
2000,Colorado,SC,1
2000,Colorado,SIGMETRICS,1
2000,Connecticut,ECCV,1
2000,Connecticut,ICFP,1
2000,Connecticut,IEEE-S&P,1
2000,Connecticut,SIGGRAPH,1
2000,Connecticut,SIGIR,1
2000,Connecticut,SODA,1
2000,Connecticut,STOC,2
2000,Connecticut,USENIX-ATC,1
2000,Delaware,CVPR,1
2000,Delaware,ICS,1
2000,Delaware,ISMB,1
2000,Delaware,ISSTA,2
2000,District of Columbia,CCS,1
2000,District of Columbia,ICML,1
2000,District of Columbia,SODA,1
2000,District of Columbia,STOC,1
2000,Florida,ASPLOS,1
2000,Florida,CVPR,2
2000,Florida,DAC,1
2000,Florida,HPCA,1
2000,Florida,NIPS,1
2000,Florida,OOPSLA,1
2000,Florida,SC,1
2000,Florida,SIGGRAPH,1
2000,Florida,SIGMOD,1
2000,Florida,VIS,1
2000,Georgia,AAAI,1
2000,Georgia,CHI,1
2000,Georgia,CVPR,2
2000,Georgia,EC,1
2000,Georgia,EuroCrypt,1
2000,Georgia,FOCS,4
2000,Georgia,ICRA,2
2000,Georgia,ICS,1
2000,Georgia,IROS,1
2000,Georgia,ISSTA,1
2000,Georgia,MobiCom,2
2000,Georgia,NIPS,3
2000,Georgia,PLDI,1
2000,Georgia,SIGGRAPH,1
2000,Georgia,SODA,2
2000,Georgia,STOC,1
2000,Georgia,UIST,3
2000,Georgia,VIS,1
2000,Georgia,VR,1
2000,Hawaii,NIPS,1
2000,Hawaii,SC,1
2000,Illinois,AAAI,2
2000,Illinois,ACL,1
2000,Illinois,ASE,1
2000,Illinois,ASPLOS,2
2000,Illinois,DAC,2
2000,Illinois,ECCV,1
2000,Illinois,FOCS,3
2000,Illinois,HPCA,1
2000,Illinois,HPDC,4
2000,Illinois,ICCAD,1
2000,Illinois,ICML,2
2000,Illinois,ICRA,2
2000,Illinois,ICS,2
2000,Illinois,ISCA,5
2000,Illinois,ISMB,2
2000,Illinois,ISSTA,2
2000,Illinois,KDD,3
2000,Illinois,MICRO,2
2000,Illinois,MobiCom,2
2000,Illinois,PLDI,4
2000,Illinois,POPL,1
2000,Illinois,RTSS,3
2000,Illinois,SC,7
2000,Illinois,SIGGRAPH,2
2000,Illinois,SIGIR,1
2000,Illinois,SIGMOD,3
2000,Illinois,SODA,6
2000,Illinois,STOC,5
2000,Illinois,VLDB,3
2000,Indiana,AAAI,1
2000,Indiana,ACL,1
2000,Indiana,DAC,2
2000,Indiana,HPDC,4
2000,Indiana,ICRA,1
2000,Indiana,IEEE-S&P,1
2000,Indiana,IROS,1
2000,Indiana,ISCA,1
2000,Indiana,RTSS,2
2000,Indiana,SC,2
2000,Indiana,SIGGRAPH,1
2000,Indiana,SIGMETRICS,1
2000,Indiana,SODA,2
2000,Indiana,STOC,1
2000,Indiana,VIS,1
2000,Iowa,CHI,1
2000,Iowa,ICRA,3
2000,Iowa,LICS,1
2000,Iowa,SIGMETRICS,2
2000,Iowa,SODA,1
2000,Iowa,STOC,1
2000,Kansas,AAAI,1
2000,Kansas,ICRA,1
2000,Kansas,ICSE,2
2000,Kansas,STOC,1
2000,Louisiana,FOCS,1
2000,Maryland,AAAI,2
2000,Maryland,ACL,1
2000,Maryland,CHI,1
2000,Maryland,CVPR,3
2000,Maryland,ECCV,2
2000,Maryland,FOCS,1
2000,Maryland,FSE,2
2000,Maryland,ICFP,1
2000,Maryland,ICRA,2
2000,Maryland,ICSE,1
2000,Maryland,NDSS,1
2000,Maryland,NIPS,1
2000,Maryland,SC,2
2000,Maryland,SIGCOMM,1
2000,Maryland,SIGGRAPH,3
2000,Maryland,SIGMOD,1
2000,Maryland,SODA,3
2000,Maryland,STOC,2
2000,Maryland,UIST,1
2000,Maryland,USENIX-Sec,2
2000,Maryland,VIS,1
2000,Massachusetts,AAAI,5
2000,Massachusetts,ASE,1
2000,Massachusetts,ASPLOS,1
2000,Massachusetts,CCS,1
2000,Massachusetts,CHI,1
2000,Massachusetts,CRYPTO,3
2000,Massachusetts,CVPR,5
2000,Massachusetts,DAC,3
2000,Massachusetts,EuroCrypt,3
2000,Massachusetts,FOCS,7
2000,Massachusetts,FSE,2
2000,Massachusetts,ICCAD,3
2000,Massachusetts,ICML,6
2000,Massachusetts,ICRA,3
2000,Massachusetts,IEEE-S&P,2
2000,Massachusetts,IROS,3
2000,Massachusetts,ISCA,1
2000,Massachusetts,ISSTA,3
2000,Massachusetts,KDD,3
2000,Massachusetts,LICS,1
2000,Massachusetts,MobiCom,5
2000,Massachusetts,NDSS,1
2000,Massachusetts,NIPS,4
2000,Massachusetts,OOPSLA,2
2000,Massachusetts,OSDI,5
2000,Massachusetts,PLDI,3
2000,Massachusetts,POPL,1
2000,Massachusetts,RECOMB,2
2000,Massachusetts,RTSS,1
2000,Massachusetts,SIGCOMM,4
2000,Massachusetts,SIGGRAPH,4
2000,Massachusetts,SIGIR,1
2000,Massachusetts,SIGMETRICS,4
2000,Massachusetts,SIGMOD,2
2000,Massachusetts,SODA,3
2000,Massachusetts,STOC,6
2000,Massachusetts,USENIX-ATC,2
2000,Massachusetts,VLDB,2
2000,Michigan,AAAI,3
2000,Michigan,ACL,1
2000,Michigan,ASPLOS,3
2000,Michigan,DAC,3
2000,Michigan,EC,2
2000,Michigan,FSE,1
2000,Michigan,HPCA,1
2000,Michigan,HPDC,1
2000,Michigan,ICCAD,3
2000,Michigan,ICML,2
2000,Michigan,KDD,1
2000,Michigan,MICRO,2
2000,Michigan,OSDI,2
2000,Michigan,RTSS,2
2000,Michigan,SC,1
2000,Michigan,SIGMETRICS,1
2000,Michigan,SIGMOD,1
2000,Michigan,SODA,1
2000,Michigan,USENIX-ATC,1
2000,Minnesota,EC,2
2000,Minnesota,HPCA,1
2000,Minnesota,ICML,1
2000,Minnesota,ICRA,3
2000,Minnesota,IROS,1
2000,Minnesota,ISCA,1
2000,Minnesota,OSDI,1
2000,Minnesota,SC,2
2000,Minnesota,SIGCOMM,1
2000,Minnesota,SIGIR,1
2000,Minnesota,UIST,1
2000,Missouri,AAAI,1
2000,Missouri,CVPR,1
2000,Missouri,ICRA,1
2000,Missouri,ICS,1
2000,Missouri,PLDI,1
2000,Missouri,RTSS,2
2000,Nebraska,ICML,1
2000,Nebraska,ICSE,2
2000,Nebraska,ISSTA,2
2000,New Hampshire,ICRA,1
2000,New Hampshire,ISMB,1
2000,New Hampshire,OSDI,1
2000,New Hampshire,RECOMB,1
2000,New Hampshire,SIGGRAPH,1
2000,New Jersey,CCS,2
2000,New Jersey,CRYPTO,1
2000,New Jersey,CVPR,2
2000,New Jersey,ECCV,1
2000,New Jersey,FOCS,3
2000,New Jersey,ICCAD,2
2000,New Jersey,ICML,1
2000,New Jersey,ICS,2
2000,New Jersey,ICSE,1
2000,New Jersey,ISCA,1
2000,New Jersey,ISMB,1
2000,New Jersey,MICRO,1
2000,New Jersey,NIPS,3
2000,New Jersey,OSDI,1
2000,New Jersey,POPL,2
2000,New Jersey,RECOMB,1
2000,New Jersey,SC,2
2000,New Jersey,SIGCOMM,1
2000,New Jersey,SIGGRAPH,3
2000,New Jersey,SIGMETRICS,1
2000,New Jersey,SIGMOD,1
2000,New Jersey,SODA,2
2000,New Jersey,STOC,2
2000,New Jersey,VIS,3
2000,New Jersey,VLDB,1
2000,New Jersey,VR,1
2000,New York,AAAI,8
2000,New York,ACL,2
2000,New York,ASPLOS,2
2000,New York,CAV,2
2000,New York,CCS,3
2000,New York,CHI,1
2000,New York,CRYPTO,3
2000,New York,CVPR,13
2000,New York,DAC,2
2000,New York,ECCV,1
2000,New York,EuroCrypt,5
2000,New York,FOCS,7
2000,New York,HPCA,2
2000,New York,HPDC,2
2000,New York,ICML,7
2000,New York,ICRA,5
2000,New York,ICSE,1
2000,New York,IEEE-S&P,1
2000,New York,IROS,1
2000,New York,ISCA,1
2000,New York,ISMB,2
2000,New York,ISSTA,1
2000,New York,MICRO,3
2000,New York,MobiCom,3
2000,New York,NDSS,3
2000,New York,NIPS,3
2000,New York,POPL,1
2000,New York,RTSS,2
2000,New York,SC,2
2000,New York,SIGCOMM,2
2000,New York,SIGGRAPH,4
2000,New York,SIGIR,1
2000,New York,SIGMETRICS,3
2000,New York,SIGMOD,1
2000,New York,SODA,3
2000,New York,STOC,6
2000,New York,UIST,1
2000,New York,USENIX-ATC,2
2000,New York,VIS,3
2000,New York,VLDB,1
2000,New York,VR,1
2000,North Carolina,AAAI,1
2000,North Carolina,ASPLOS,1
2000,North Carolina,CHI,1
2000,North Carolina,CVPR,1
2000,North Carolina,EC,2
2000,North Carolina,FOCS,1
2000,North Carolina,HPDC,1
2000,North Carolina,ICRA,3
2000,North Carolina,ICS,1
2000,North Carolina,IROS,1
2000,North Carolina,ISMB,1
2000,North Carolina,ISSTA,1
2000,North Carolina,OSDI,1
2000,North Carolina,RECOMB,2
2000,North Carolina,SIGCOMM,1
2000,North Carolina,SIGGRAPH,4
2000,North Carolina,SODA,2
2000,North Carolina,VIS,3
2000,North Carolina,VLDB,1
2000,Ohio,HPDC,1
2000,Ohio,ICRA,1
2000,Ohio,ICS,1
2000,Ohio,ICSE,1
2000,Ohio,ISSTA,1
2000,Ohio,MICRO,1
2000,Ohio,NIPS,1
2000,Ohio,PLDI,1
2000,Ohio,SC,1
2000,Ohio,VIS,3
2000,Oregon,CHI,1
2000,Oregon,DAC,1
2000,Oregon,FSE,1
2000,Oregon,ICML,1
2000,Oregon,ICSE,1
2000,Oregon,SC,1
2000,Pennsylvania,AAAI,9
2000,Pennsylvania,ASPLOS,2
2000,Pennsylvania,CAV,3
2000,Pennsylvania,CCS,1
2000,Pennsylvania,CHI,6
2000,Pennsylvania,CVPR,10
2000,Pennsylvania,DAC,5
2000,Pennsylvania,ECCV,2
2000,Pennsylvania,FOCS,4
2000,Pennsylvania,HPCA,4
2000,Pennsylvania,HPDC,1
2000,Pennsylvania,ICCAD,1
2000,Pennsylvania,ICFP,4
2000,Pennsylvania,ICML,12
2000,Pennsylvania,ICRA,12
2000,Pennsylvania,ICS,3
2000,Pennsylvania,ICSE,2
2000,Pennsylvania,IROS,3
2000,Pennsylvania,ISCA,4
2000,Pennsylvania,ISMB,2
2000,Pennsylvania,ISSTA,1
2000,Pennsylvania,KDD,2
2000,Pennsylvania,MICRO,1
2000,Pennsylvania,MobiCom,2
2000,Pennsylvania,NIPS,7
2000,Pennsylvania,OSDI,4
2000,Pennsylvania,POPL,4
2000,Pennsylvania,RTSS,4
2000,Pennsylvania,SC,2
2000,Pennsylvania,SIGCOMM,1
2000,Pennsylvania,SIGGRAPH,3
2000,Pennsylvania,SIGIR,2
2000,Pennsylvania,SIGMETRICS,1
2000,Pennsylvania,SIGMOD,5
2000,Pennsylvania,SODA,3
2000,Pennsylvania,STOC,5
2000,Pennsylvania,UIST,2
2000,Pennsylvania,USENIX-ATC,3
2000,Pennsylvania,USENIX-Sec,2
2000,Pennsylvania,VIS,1
2000,Pennsylvania,VLDB,2
2000,Rhode Island,CCS,2
2000,Rhode Island,EC,1
2000,Rhode Island,EuroCrypt,1
2000,Rhode Island,FOCS,2
2000,Rhode Island,ICML,1
2000,Rhode Island,NIPS,1
2000,Rhode Island,RECOMB,2
2000,Rhode Island,SODA,4
2000,Rhode Island,STOC,2
2000,South Carolina,ICRA,1
2000,South Carolina,SIGMETRICS,1
2000,South Carolina,VR,1
2000,South Florida,CVPR,2
2000,Tennessee,AAAI,1
2000,Tennessee,CVPR,1
2000,Tennessee,ICML,1
2000,Tennessee,ICSE,1
2000,Tennessee,SC,1
2000,Tennessee,SODA,1
2000,Tennessee,VIS,1
2000,Texas,AAAI,2
2000,Texas,ASE,1
2000,Texas,ASPLOS,1
2000,Texas,CAV,1
2000,Texas,CVPR,1
2000,Texas,HPCA,1
2000,Texas,ICML,1
2000,Texas,ICRA,3
2000,Texas,ICS,2
2000,Texas,IROS,3
2000,Texas,ISCA,1
2000,Texas,ISMB,1
2000,Texas,LICS,1
2000,Texas,MICRO,2
2000,Texas,MobiCom,1
2000,Texas,RTSS,1
2000,Texas,SC,1
2000,Texas,SIGCOMM,1
2000,Texas,SIGGRAPH,1
2000,Utah,CAV,1
2000,Utah,HPCA,1
2000,Utah,HPDC,3
2000,Utah,ICCAD,1
2000,Utah,ICML,1
2000,Utah,ICRA,3
2000,Utah,IROS,1
2000,Utah,MICRO,1
2000,Utah,NIPS,1
2000,Utah,OSDI,1
2000,Utah,SC,2
2000,Utah,SODA,1
2000,Utah,STOC,1
2000,Utah,VIS,2
2000,Utah,VR,1
2000,Vermont,ICFP,1
2000,Virginia,AAAI,1
2000,Virginia,ASE,1
2000,Virginia,CVPR,1
2000,Virginia,EC,1
2000,Virginia,ECCV,1
2000,Virginia,FSE,1
2000,Virginia,HPDC,1
2000,Virginia,ICML,1
2000,Virginia,IEEE-S&P,2
2000,Virginia,MobiCom,1
2000,Virginia,NDSS,2
2000,Virginia,NIPS,1
2000,Virginia,OSDI,1
2000,Virginia,RTSS,1
2000,Virginia,SC,1
2000,Virginia,SIGMETRICS,1
2000,Virginia,SIGMOD,1
2000,Virginia,SODA,3
2000,Virginia,USENIX-ATC,1
2000,Washington,AAAI,2
2000,Washington,ASPLOS,1
2000,Washington,CAV,1
2000,Washington,CHI,1
2000,Washington,CVPR,1
2000,Washington,FOCS,1
2000,Washington,ICML,2
2000,Washington,ICRA,2
2000,Washington,ICSE,2
2000,Washington,IROS,1
2000,Washington,ISCA,1
2000,Washington,ISMB,1
2000,Washington,KDD,1
2000,Washington,NIPS,2
2000,Washington,OSDI,2
2000,Washington,PLDI,1
2000,Washington,SIGCOMM,2
2000,Washington,SIGGRAPH,3
2000,Washington,SIGMOD,1
2000,Washington,STOC,1
2000,Washington,UIST,1
2000,Washington,USENIX-ATC,1
2000,Wisconsin,ASPLOS,2
2000,Wisconsin,CAV,1
2000,Wisconsin,HPCA,1
2000,Wisconsin,HPDC,2
2000,Wisconsin,ICML,2
2000,Wisconsin,ISCA,1
2000,Wisconsin,ISMB,2
2000,Wisconsin,ISSTA,1
2000,Wisconsin,MICRO,1
2000,Wisconsin,PLDI,2
2000,Wisconsin,POPL,1
2000,Wisconsin,SIGCOMM,1
2000,Wisconsin,STOC,1
2000,Wisconsin,VLDB,1
2001,New Mexico,ICSE,1
2001,New Mexico,NIPS,1
2001,New Mexico,SODA,1
2001,New Mexico,STOC,1
2001,Texas,ACL,2
2001,Texas,CAV,1
2001,Texas,CVPR,1
2001,Texas,FOCS,1
2001,Texas,HPCA,1
2001,Texas,ICCV,2
2001,Texas,ICML,1
2001,Texas,ICS,1
2001,Texas,ICSE,2
2001,Texas,IJCAI,1
2001,Texas,KDD,3
2001,Texas,MICRO,1
2001,Texas,MobiCom,1
2001,Texas,NAACL,1
2001,Texas,NIPS,2
2001,Texas,RTSS,2
2001,Texas,SC,1
2001,Texas,SIGCOMM,1
2001,Texas,SIGIR,1
2001,Texas,SIGMOD,1
2001,Texas,STOC,2
2001,Texas,VLDB,2
2001,Texas,WWW,2
2001,Alabama,CHI,1
2001,Arizona,ACL,1
2001,Arizona,CAV,1
2001,Arizona,CVPR,1
2001,Arizona,ICCV,1
2001,Arizona,IJCAI,2
2001,Arizona,MobiCom,2
2001,Arizona,PLDI,1
2001,Arizona,RECOMB,2
2001,Arizona,SIGMETRICS,1
2001,Arizona,SIGMOD,1
2001,Arizona,SODA,2
2001,Arizona,SOSP,1
2001,Arizona,WWW,1
2001,California,ACL,4
2001,California,CAV,2
2001,California,CCS,6
2001,California,CHI,4
2001,California,CRYPTO,6
2001,California,CVPR,12
2001,California,DAC,13
2001,California,EMSOFT,5
2001,California,EuroCrypt,6
2001,California,FOCS,13
2001,California,HPCA,3
2001,California,ICCAD,4
2001,California,ICCV,12
2001,California,ICML,6
2001,California,ICRA,10
2001,California,ICS,2
2001,California,ICSE,3
2001,California,IEEE-S&P,4
2001,California,IJCAI,9
2001,California,IROS,9
2001,California,ISCA,5
2001,California,ISMB,7
2001,California,KDD,6
2001,California,LICS,4
2001,California,MICRO,3
2001,California,MobiCom,9
2001,California,NAACL,2
2001,California,NDSS,4
2001,California,NIPS,17
2001,California,OOPSLA,2
2001,California,PLDI,5
2001,California,POPL,2
2001,California,RECOMB,6
2001,California,RTSS,2
2001,California,SC,3
2001,California,SIGCOMM,6
2001,California,SIGGRAPH,13
2001,California,SIGIR,2
2001,California,SIGMETRICS,1
2001,California,SIGMOD,12
2001,California,SODA,8
2001,California,SOSP,7
2001,California,STOC,14
2001,California,UbiComp,2
2001,California,UIST,3
2001,California,USENIX-ATC,5
2001,California,USENIX-Sec,7
2001,California,VIS,5
2001,California,VLDB,8
2001,California,VR,1
2001,California,WWW,7
2001,Colorado,CCS,1
2001,Colorado,CVPR,3
2001,Colorado,FOCS,1
2001,Colorado,ICCV,1
2001,Colorado,IJCAI,1
2001,Colorado,NIPS,1
2001,Colorado,UIST,1
2001,Connecticut,CVPR,1
2001,Connecticut,ICCV,2
2001,Connecticut,ICML,1
2001,Connecticut,IJCAI,1
2001,Connecticut,NIPS,1
2001,Connecticut,PLDI,1
2001,Connecticut,SIGCOMM,2
2001,Connecticut,SIGGRAPH,1
2001,Connecticut,SIGIR,1
2001,Connecticut,SODA,2
2001,Connecticut,STOC,1
2001,Connecticut,WWW,1
2001,Delaware,ACL,1
2001,Delaware,CVPR,1
2001,District of Columbia,CVPR,1
2001,District of Columbia,STOC,1
2001,Florida,CVPR,3
2001,Florida,HPDC,1
2001,Florida,ICCV,1
2001,Florida,ICML,1
2001,Florida,ICS,1
2001,Florida,IJCAI,1
2001,Florida,MICRO,1
2001,Florida,NIPS,2
2001,Florida,RECOMB,1
2001,Florida,SIGGRAPH,1
2001,Florida,VLDB,1
2001,Georgia,CHI,2
2001,Georgia,CRYPTO,1
2001,Georgia,CVPR,2
2001,Georgia,FOCS,1
2001,Georgia,HPDC,1
2001,Georgia,ICCV,2
2001,Georgia,ICRA,2
2001,Georgia,ICS,1
2001,Georgia,ICSE,3
2001,Georgia,IEEE-S&P,1
2001,Georgia,ISCA,1
2001,Georgia,KDD,1
2001,Georgia,NIPS,2
2001,Georgia,OOPSLA,2
2001,Georgia,RECOMB,1
2001,Georgia,SC,1
2001,Georgia,SIGGRAPH,2
2001,Georgia,STOC,4
2001,Georgia,UbiComp,3
2001,Georgia,UIST,2
2001,Georgia,WWW,1
2001,Hawaii,SC,1
2001,Hawaii,VR,1
2001,Idaho,IJCAI,1
2001,Illinois,ACL,1
2001,Illinois,ASE,2
2001,Illinois,CAV,2
2001,Illinois,CCS,1
2001,Illinois,CHI,1
2001,Illinois,CVPR,3
2001,Illinois,DAC,1
2001,Illinois,FOCS,3
2001,Illinois,HPCA,4
2001,Illinois,HPDC,2
2001,Illinois,ICCAD,3
2001,Illinois,ICCV,1
2001,Illinois,ICML,2
2001,Illinois,ICRA,1
2001,Illinois,ICS,2
2001,Illinois,IJCAI,1
2001,Illinois,IROS,2
2001,Illinois,ISCA,3
2001,Illinois,ISMB,2
2001,Illinois,KDD,3
2001,Illinois,MICRO,3
2001,Illinois,MobiCom,2
2001,Illinois,NIPS,1
2001,Illinois,OOPSLA,2
2001,Illinois,PLDI,2
2001,Illinois,POPL,1
2001,Illinois,RTSS,3
2001,Illinois,SC,1
2001,Illinois,SIGIR,1
2001,Illinois,SIGMOD,3
2001,Illinois,SODA,8
2001,Illinois,STOC,2
2001,Illinois,VIS,1
2001,Illinois,VLDB,2
2001,Illinois,VR,3
2001,Illinois,WWW,2
2001,Indiana,ACL,1
2001,Indiana,CCS,1
2001,Indiana,CVPR,2
2001,Indiana,DAC,1
2001,Indiana,EuroCrypt,1
2001,Indiana,FOCS,1
2001,Indiana,HPCA,1
2001,Indiana,HPDC,1
2001,Indiana,ICCAD,1
2001,Indiana,ICCV,2
2001,Indiana,ICFP,1
2001,Indiana,ICRA,1
2001,Indiana,ICS,2
2001,Indiana,IROS,1
2001,Indiana,ISCA,2
2001,Indiana,ISMB,1
2001,Indiana,MICRO,1
2001,Indiana,NIPS,1
2001,Indiana,RECOMB,1
2001,Indiana,SC,3
2001,Indiana,SIGCOMM,1
2001,Indiana,SIGGRAPH,1
2001,Indiana,SIGMETRICS,1
2001,Indiana,STOC,2
2001,Indiana,VIS,2
2001,Iowa,FOCS,1
2001,Iowa,ICRA,1
2001,Iowa,ICS,1
2001,Iowa,IROS,2
2001,Iowa,LICS,1
2001,Iowa,RECOMB,1
2001,Iowa,SIGIR,1
2001,Iowa,SODA,1
2001,Kansas,ACL,1
2001,Kansas,EMSOFT,1
2001,Kansas,HPDC,1
2001,Kansas,ICCV,1
2001,Kansas,ICRA,2
2001,Kansas,ICSE,2
2001,Kansas,IROS,1
2001,Kansas,KDD,1
2001,Kansas,VIS,2
2001,Louisiana,RECOMB,1
2001,Maryland,ACL,1
2001,Maryland,CAV,1
2001,Maryland,CVPR,4
2001,Maryland,EuroCrypt,1
2001,Maryland,FOCS,1
2001,Maryland,HPCA,1
2001,Maryland,ICCV,2
2001,Maryland,ICRA,1
2001,Maryland,IJCAI,2
2001,Maryland,IROS,1
2001,Maryland,NAACL,1
2001,Maryland,PLDI,1
2001,Maryland,SC,3
2001,Maryland,SIGGRAPH,1
2001,Maryland,SIGMOD,1
2001,Maryland,SODA,3
2001,Maryland,UIST,1
2001,Maryland,USENIX-Sec,1
2001,Maryland,VIS,1
2001,Maryland,VLDB,1
2001,Maryland,WWW,1
2001,Massachusetts,ACL,4
2001,Massachusetts,ASE,1
2001,Massachusetts,CCS,3
2001,Massachusetts,CHI,1
2001,Massachusetts,CRYPTO,5
2001,Massachusetts,CVPR,4
2001,Massachusetts,DAC,2
2001,Massachusetts,EMSOFT,1
2001,Massachusetts,EuroCrypt,4
2001,Massachusetts,FOCS,6
2001,Massachusetts,HPCA,1
2001,Massachusetts,ICCAD,2
2001,Massachusetts,ICCV,4
2001,Massachusetts,ICFP,2
2001,Massachusetts,ICML,2
2001,Massachusetts,ICS,1
2001,Massachusetts,ICSE,2
2001,Massachusetts,IJCAI,4
2001,Massachusetts,IROS,1
2001,Massachusetts,ISMB,2
2001,Massachusetts,LICS,4
2001,Massachusetts,MobiCom,5
2001,Massachusetts,NDSS,1
2001,Massachusetts,NIPS,9
2001,Massachusetts,OOPSLA,4
2001,Massachusetts,PLDI,3
2001,Massachusetts,RECOMB,2
2001,Massachusetts,SIGCOMM,4
2001,Massachusetts,SIGGRAPH,5
2001,Massachusetts,SIGIR,3
2001,Massachusetts,SIGMETRICS,1
2001,Massachusetts,SIGMOD,1
2001,Massachusetts,SODA,6
2001,Massachusetts,SOSP,7
2001,Massachusetts,STOC,4
2001,Massachusetts,UbiComp,1
2001,Massachusetts,UIST,1
2001,Massachusetts,USENIX-ATC,3
2001,Massachusetts,VIS,1
2001,Massachusetts,VLDB,2
2001,Massachusetts,WWW,2
2001,Michigan,ACL,1
2001,Michigan,CHI,1
2001,Michigan,CVPR,2
2001,Michigan,DAC,4
2001,Michigan,FOCS,1
2001,Michigan,ICCAD,2
2001,Michigan,ICCV,1
2001,Michigan,ICRA,1
2001,Michigan,ICS,1
2001,Michigan,ICSE,2
2001,Michigan,IJCAI,2
2001,Michigan,IROS,1
2001,Michigan,ISCA,1
2001,Michigan,MobiCom,2
2001,Michigan,NIPS,1
2001,Michigan,SIGMOD,1
2001,Michigan,SODA,2
2001,Michigan,SOSP,1
2001,Michigan,USENIX-Sec,2
2001,Michigan,VLDB,2
2001,Minnesota,ICCV,1
2001,Minnesota,ICRA,1
2001,Minnesota,IROS,2
2001,Minnesota,KDD,1
2001,Minnesota,RTSS,1
2001,Minnesota,SC,1
2001,Minnesota,SIGGRAPH,1
2001,Minnesota,SIGMOD,1
2001,Minnesota,USENIX-ATC,1
2001,Minnesota,WWW,2
2001,Missouri,ACL,1
2001,Missouri,CVPR,1
2001,Missouri,EMSOFT,1
2001,Missouri,ICML,1
2001,Missouri,ISMB,1
2001,Missouri,RECOMB,1
2001,Missouri,RTSS,1
2001,Missouri,SIGCOMM,1
2001,Nebraska,EMSOFT,1
2001,Nebraska,ICSE,3
2001,Nebraska,IJCAI,1
2001,Nevada,IROS,1
2001,New Hampshire,CVPR,1
2001,New Hampshire,FOCS,1
2001,New Hampshire,ICCV,1
2001,New Hampshire,ICRA,1
2001,New Hampshire,IJCAI,1
2001,New Hampshire,USENIX-Sec,1
2001,New Jersey,CCS,1
2001,New Jersey,CHI,1
2001,New Jersey,CVPR,4
2001,New Jersey,DAC,3
2001,New Jersey,EC,1
2001,New Jersey,HPCA,3
2001,New Jersey,HPDC,2
2001,New Jersey,ICCAD,2
2001,New Jersey,ICCV,4
2001,New Jersey,ICFP,2
2001,New Jersey,ICRA,1
2001,New Jersey,IEEE-S&P,2
2001,New Jersey,IROS,1
2001,New Jersey,ISCA,1
2001,New Jersey,ISMB,1
2001,New Jersey,KDD,1
2001,New Jersey,LICS,1
2001,New Jersey,MobiCom,1
2001,New Jersey,NDSS,1
2001,New Jersey,NIPS,2
2001,New Jersey,OOPSLA,1
2001,New Jersey,PLDI,2
2001,New Jersey,POPL,1
2001,New Jersey,RECOMB,1
2001,New Jersey,SIGGRAPH,2
2001,New Jersey,SIGMETRICS,1
2001,New Jersey,SODA,3
2001,New Jersey,STOC,3
2001,New Jersey,USENIX-ATC,1
2001,New Jersey,USENIX-Sec,2
2001,New Jersey,VIS,1
2001,New Jersey,VLDB,3
2001,New Jersey,WWW,1
2001,New York,ACL,2
2001,New York,CAV,2
2001,New York,CCS,5
