area,year,count
CAV,2000,13
CAV,2001,14
CAV,2002,17
CAV,2003,15
CAV,2004,14
CAV,2005,16
CAV,2006,13
CAV,2007,14
CAV,2008,12
CAV,2009,17
CAV,2010,11
CAV,2011,27
CAV,2012,20
CAV,2013,25
CAV,2014,26
CAV,2015,22
CAV,2016,18
CAV,2017,21
