area,year,count
ICS,2000,18
ICS,2001,17
ICS,2002,18
ICS,2003,16
ICS,2004,19
ICS,2005,25
ICS,2006,14
ICS,2007,16
ICS,2008,19
ICS,2009,25
ICS,2010,15
ICS,2011,17
ICS,2012,21
ICS,2013,25
ICS,2014,19
ICS,2015,22
ICS,2016,20
ICS,2017,11
