area,year,count
CRYPTO,2000,11
CRYPTO,2001,16
CRYPTO,2002,13
CRYPTO,2003,13
CRYPTO,2004,15
CRYPTO,2005,16
CRYPTO,2006,20
CRYPTO,2007,20
CRYPTO,2008,21
CRYPTO,2009,27
CRYPTO,2010,27
CRYPTO,2011,24
CRYPTO,2012,25
CRYPTO,2013,37
CRYPTO,2014,30
CRYPTO,2015,24
CRYPTO,2016,20
CRYPTO,2017,21
