area,year,count
EuroSys,2000,0
EuroSys,2001,0
EuroSys,2002,0
EuroSys,2003,0
EuroSys,2004,0
EuroSys,2005,0
EuroSys,2006,15
EuroSys,2007,19
EuroSys,2008,10
EuroSys,2009,15
EuroSys,2010,19
EuroSys,2011,20
EuroSys,2012,22
EuroSys,2013,21
EuroSys,2014,18
EuroSys,2015,22
EuroSys,2016,34
EuroSys,2017,34
