area,year,count
KDD,2000,11
KDD,2001,21
KDD,2002,34
KDD,2003,44
KDD,2004,53
KDD,2005,39
KDD,2006,52
KDD,2007,47
KDD,2008,54
KDD,2009,62
KDD,2010,63
KDD,2011,61
KDD,2012,82
KDD,2013,80
KDD,2014,87
KDD,2015,87
KDD,2016,87
KDD,2017,78
