area,year,count
FAST,2002,13
FAST,2003,13
FAST,2004,10
FAST,2005,17
FAST,2007,12
FAST,2008,19
FAST,2009,21
FAST,2010,15
FAST,2011,20
FAST,2013,18
FAST,2014,11
FAST,2015,18
FAST,2016,17
FAST,2017,15
