area,year,count
ISMB,2000,19
ISMB,2001,21
ISMB,2002,15
ISMB,2003,12
ISMB,2004,17
ISMB,2005,24
ISMB,2006,23
ISMB,2007,32
ISMB,2008,24
ISMB,2009,19
ISMB,2010,2
ISMB,2011,18
ISMB,2012,23
ISMB,2013,20
ISMB,2014,22
ISMB,2015,21
ISMB,2016,22
ISMB,2017,3
