area,year,count
LICS,2000,7
LICS,2001,17
LICS,2002,4
LICS,2003,7
LICS,2004,9
LICS,2005,2
LICS,2006,7
LICS,2007,7
LICS,2008,6
LICS,2009,4
LICS,2011,1
LICS,2012,8
LICS,2013,10
LICS,2014,8
LICS,2015,1
LICS,2016,9
LICS,2017,9
