area,year,count
ISSTA,2000,16
ISSTA,2001,0
ISSTA,2002,11
ISSTA,2003,0
ISSTA,2004,13
ISSTA,2005,0
ISSTA,2006,15
ISSTA,2007,14
ISSTA,2008,23
ISSTA,2009,17
ISSTA,2010,13
ISSTA,2011,27
ISSTA,2012,25
ISSTA,2013,24
ISSTA,2014,18
ISSTA,2015,17
ISSTA,2016,17
ISSTA,2017,18
