area,year,count
EMNLP,2000,0
EMNLP,2001,0
EMNLP,2002,0
EMNLP,2003,0
EMNLP,2004,19
EMNLP,2005,41
EMNLP,2006,20
EMNLP,2007,27
EMNLP,2008,43
EMNLP,2009,37
EMNLP,2010,48
EMNLP,2011,43
EMNLP,2012,45
EMNLP,2013,47
EMNLP,2014,53
EMNLP,2015,70
EMNLP,2016,73
EMNLP,2017,85
