area,year,count
CVPR,2000,62
CVPR,2001,76
CVPR,2003,86
CVPR,2004,88
CVPR,2005,92
CVPR,2006,91
CVPR,2007,128
CVPR,2008,122
CVPR,2009,108
CVPR,2010,107
CVPR,2011,123
CVPR,2012,113
CVPR,2013,107
CVPR,2014,101
CVPR,2015,125
CVPR,2016,126
CVPR,2017,135
