area,year,count
CHI,2000,17
CHI,2001,16
CHI,2002,21
CHI,2003,30
CHI,2004,35
CHI,2005,35
CHI,2006,35
CHI,2007,49
CHI,2008,57
CHI,2009,67
CHI,2010,88
CHI,2011,96
CHI,2012,103
CHI,2013,97
CHI,2014,111
CHI,2015,102
CHI,2016,117
CHI,2017,118
