area,year,count
DAC,2000,29
DAC,2001,31
DAC,2002,34
DAC,2003,40
DAC,2004,36
DAC,2005,39
DAC,2006,32
DAC,2007,30
DAC,2008,27
DAC,2009,33
DAC,2010,46
DAC,2011,49
DAC,2012,60
DAC,2013,40
DAC,2014,45
DAC,2015,54
DAC,2016,43
DAC,2017,44
