area,year,count
EuroCrypt,2000,17
EuroCrypt,2001,16
EuroCrypt,2002,14
EuroCrypt,2003,14
EuroCrypt,2004,28
EuroCrypt,2005,19
EuroCrypt,2006,12
EuroCrypt,2007,12
EuroCrypt,2008,18
EuroCrypt,2009,14
EuroCrypt,2010,22
EuroCrypt,2011,15
EuroCrypt,2012,22
EuroCrypt,2013,24
EuroCrypt,2014,27
EuroCrypt,2015,19
EuroCrypt,2016,26
EuroCrypt,2017,29
