area,year,count
NSDI,2004,32
NSDI,2005,38
NSDI,2006,34
NSDI,2007,34
NSDI,2008,33
NSDI,2009,34
NSDI,2010,39
NSDI,2011,28
NSDI,2012,32
NSDI,2013,49
NSDI,2014,44
NSDI,2015,27
NSDI,2016,47
NSDI,2017,47
