area,year,count
ECCV,2000,15
ECCV,2001,0
ECCV,2002,57
ECCV,2003,0
ECCV,2004,42
ECCV,2005,0
ECCV,2006,37
ECCV,2007,0
ECCV,2008,73
ECCV,2009,0
ECCV,2010,95
ECCV,2011,0
ECCV,2012,96
ECCV,2013,0
ECCV,2014,93
ECCV,2015,0
ECCV,2016,86
ECCV,2017,0
