area,year,count
HPDC,2000,22
HPDC,2001,16
HPDC,2002,24
HPDC,2003,20
HPDC,2004,16
HPDC,2005,19
HPDC,2006,17
HPDC,2007,12
HPDC,2008,12
HPDC,2009,8
HPDC,2010,29
HPDC,2011,9
HPDC,2012,12
HPDC,2013,17
HPDC,2014,11
HPDC,2015,16
HPDC,2016,13
HPDC,2017,13
