area,year,count
ICCAD,2000,24
ICCAD,2001,17
ICCAD,2002,33
ICCAD,2003,36
ICCAD,2004,33
ICCAD,2005,32
ICCAD,2006,39
ICCAD,2007,40
ICCAD,2008,32
ICCAD,2009,23
ICCAD,2010,13
ICCAD,2011,24
ICCAD,2012,17
ICCAD,2013,22
ICCAD,2014,15
ICCAD,2015,39
