area,year,count
MICRO,2000,21
MICRO,2001,20
MICRO,2002,31
MICRO,2003,27
MICRO,2004,27
MICRO,2005,19
MICRO,2006,28
MICRO,2007,22
MICRO,2008,34
MICRO,2009,30
MICRO,2010,36
MICRO,2011,25
MICRO,2012,25
MICRO,2013,27
MICRO,2014,40
MICRO,2015,41
MICRO,2016,38
MICRO,2017,52
