area,year,count
FSE,2000,7
FSE,2002,8
FSE,2004,17
FSE,2005,21
FSE,2006,17
FSE,2007,30
FSE,2008,34
FSE,2009,22
FSE,2010,24
FSE,2011,25
FSE,2012,31
FSE,2013,25
FSE,2014,35
FSE,2015,46
FSE,2016,47
FSE,2017,44
