area,year,count
FOCS,2000,46
FOCS,2001,43
FOCS,2002,35
FOCS,2003,51
FOCS,2004,45
FOCS,2005,52
FOCS,2006,43
FOCS,2007,47
FOCS,2008,55
FOCS,2009,45
FOCS,2010,72
FOCS,2011,77
FOCS,2012,54
FOCS,2013,59
FOCS,2014,43
FOCS,2015,57
FOCS,2016,56
FOCS,2017,49
