dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Virginia,2000,1.00 ,1.40 ,1.50 ,1.00 
University of Virginia,2001,1.00 ,2.08 ,1.00 ,1.00 
University of Virginia,2002,1.00 ,1.43 ,1.00 ,1.00 
University of Virginia,2003,1.00 ,1.52 ,1.00 ,1.00 
University of Virginia,2004,1.00 ,1.70 ,1.00 ,1.00 
University of Virginia,2005,1.00 ,1.37 ,1.00 ,1.00 
University of Virginia,2006,1.00 ,1.45 ,1.00 ,1.00 
University of Virginia,2007,1.00 ,1.48 ,1.00 ,1.00 
University of Virginia,2008,1.00 ,1.47 ,1.00 ,1.32 
University of Virginia,2009,1.56 ,1.61 ,1.00 ,1.25 
University of Virginia,2010,1.29 ,1.47 ,1.25 ,1.44 
University of Virginia,2011,1.49 ,1.54 ,1.33 ,1.00 
University of Virginia,2012,1.29 ,1.63 ,1.50 ,1.51 
University of Virginia,2013,1.42 ,1.28 ,1.33 ,1.42 
University of Virginia,2014,1.50 ,1.42 ,1.20 ,1.37 
University of Virginia,2015,1.58 ,1.38 ,1.33 ,1.40 
University of Virginia,2016,1.76 ,1.49 ,1.50 ,1.24 
University of Virginia,2017,1.87 ,1.29 ,1.33 ,1.38 
