dept,Year,AIadj,SYSadj,Theoadj,IAadj
Rice University,2000,1.50 ,1.43 ,1.95 ,4.25 
Rice University,2001,1.00 ,1.39 ,1.89 ,1.95 
Rice University,2002,1.00 ,1.44 ,1.33 ,1.71 
Rice University,2003,2.00 ,1.50 ,2.14 ,1.20 
Rice University,2004,1.33 ,1.63 ,2.08 ,1.70 
Rice University,2005,1.20 ,1.42 ,1.47 ,1.83 
Rice University,2006,1.50 ,1.46 ,2.67 ,1.25 
Rice University,2007,1.62 ,1.59 ,2.00 ,2.05 
Rice University,2008,1.60 ,1.67 ,1.00 ,1.44 
Rice University,2009,1.20 ,1.36 ,1.50 ,1.67 
Rice University,2010,1.74 ,1.54 ,1.20 ,1.55 
Rice University,2011,1.58 ,1.47 ,1.83 ,1.62 
Rice University,2012,1.25 ,1.54 ,1.61 ,1.53 
Rice University,2013,1.59 ,1.46 ,2.50 ,1.92 
Rice University,2014,1.71 ,1.68 ,1.33 ,1.67 
Rice University,2015,1.93 ,1.57 ,1.00 ,1.83 
Rice University,2016,1.93 ,1.41 ,1.33 ,1.95 
Rice University,2017,2.05 ,1.38 ,1.53 ,1.00 
