dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of California - Los Angeles,2000,2.80 ,2.00 ,2.14 ,1.33 
University of California - Los Angeles,2001,2.18 ,1.63 ,2.76 ,1.33 
University of California - Los Angeles,2002,2.80 ,1.66 ,2.46 ,1.75 
University of California - Los Angeles,2003,3.71 ,2.15 ,1.91 ,1.55 
University of California - Los Angeles,2004,2.42 ,1.57 ,2.39 ,1.91 
University of California - Los Angeles,2005,3.52 ,1.50 ,2.42 ,2.17 
University of California - Los Angeles,2006,2.25 ,1.54 ,2.93 ,1.50 
University of California - Los Angeles,2007,3.30 ,1.47 ,2.65 ,2.08 
University of California - Los Angeles,2008,3.22 ,1.44 ,4.22 ,1.50 
University of California - Los Angeles,2009,3.96 ,1.66 ,2.77 ,1.75 
University of California - Los Angeles,2010,3.30 ,1.74 ,3.34 ,1.43 
University of California - Los Angeles,2011,3.19 ,1.71 ,2.83 ,1.39 
University of California - Los Angeles,2012,2.43 ,1.89 ,4.25 ,1.64 
University of California - Los Angeles,2013,2.70 ,1.60 ,3.24 ,1.60 
University of California - Los Angeles,2014,2.66 ,1.68 ,2.38 ,1.91 
University of California - Los Angeles,2015,2.95 ,1.73 ,4.09 ,1.53 
University of California - Los Angeles,2016,2.59 ,1.47 ,2.97 ,1.40 
University of California - Los Angeles,2017,2.19 ,1.45 ,4.08 ,1.35 
