dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Washington,2000,2.91 ,1.47 ,1.38 ,1.95 
University of Washington,2001,2.78 ,1.94 ,1.84 ,1.32 
University of Washington,2002,1.92 ,1.57 ,2.45 ,2.95 
University of Washington,2003,2.64 ,1.68 ,1.66 ,2.64 
University of Washington,2004,1.98 ,1.99 ,1.77 ,2.31 
University of Washington,2005,3.41 ,1.78 ,1.87 ,2.15 
University of Washington,2006,2.52 ,1.83 ,2.40 ,2.51 
University of Washington,2007,2.84 ,2.00 ,2.92 ,2.95 
University of Washington,2008,2.93 ,2.29 ,4.58 ,2.27 
University of Washington,2009,3.76 ,1.66 ,2.58 ,2.66 
University of Washington,2010,3.87 ,2.18 ,3.78 ,3.71 
University of Washington,2011,2.81 ,2.34 ,2.49 ,3.12 
University of Washington,2012,3.87 ,2.03 ,4.75 ,3.32 
University of Washington,2013,2.54 ,2.12 ,4.40 ,3.59 
University of Washington,2014,4.12 ,2.22 ,4.95 ,3.15 
University of Washington,2015,4.98 ,1.93 ,4.00 ,4.15 
University of Washington,2016,3.56 ,2.41 ,2.20 ,3.22 
University of Washington,2017,2.84 ,1.98 ,2.87 ,3.27 
