dept,Year,AIadj,SYSadj,Theoadj,IAadj
Indiana University,2000,1.00 ,1.48 ,1.75 ,1.13 
Indiana University,2001,2.00 ,1.21 ,1.87 ,1.41 
Indiana University,2002,1.00 ,2.06 ,1.00 ,1.20 
Indiana University,2003,1.00 ,1.45 ,1.29 ,1.00 
Indiana University,2004,1.50 ,1.79 ,2.00 ,1.33 
Indiana University,2005,1.33 ,2.84 ,1.00 ,2.12 
Indiana University,2006,2.00 ,2.10 ,1.83 ,1.61 
Indiana University,2007,1.73 ,1.41 ,1.00 ,2.38 
Indiana University,2008,1.45 ,1.56 ,1.50 ,1.86 
Indiana University,2009,1.66 ,1.88 ,2.00 ,1.84 
Indiana University,2010,2.00 ,2.03 ,2.00 ,1.74 
Indiana University,2011,1.84 ,1.49 ,1.50 ,2.33 
Indiana University,2012,1.44 ,1.70 ,2.45 ,1.31 
Indiana University,2013,1.70 ,1.68 ,1.76 ,2.30 
Indiana University,2014,1.39 ,2.11 ,1.76 ,1.60 
Indiana University,2015,1.58 ,2.14 ,1.58 ,1.90 
Indiana University,2016,1.53 ,1.79 ,1.75 ,2.15 
Indiana University,2017,1.56 ,1.92 ,1.41 ,2.00 
