dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Pittsburgh,2000,2.75 ,1.61 ,1.00 ,1.00 
University of Pittsburgh,2001,1.67 ,1.70 ,1.00 ,1.33 
University of Pittsburgh,2002,1.22 ,1.67 ,1.50 ,1.00 
University of Pittsburgh,2003,1.63 ,1.45 ,1.50 ,1.00 
University of Pittsburgh,2004,1.83 ,1.49 ,1.83 ,1.00 
University of Pittsburgh,2005,1.99 ,1.27 ,1.00 ,1.13 
University of Pittsburgh,2006,2.55 ,1.53 ,2.00 ,1.33 
University of Pittsburgh,2007,2.05 ,1.44 ,1.50 ,1.00 
University of Pittsburgh,2008,1.59 ,1.33 ,1.00 ,1.00 
University of Pittsburgh,2009,2.17 ,1.69 ,1.83 ,1.00 
University of Pittsburgh,2010,1.76 ,1.60 ,1.50 ,1.44 
University of Pittsburgh,2011,2.02 ,1.44 ,1.00 ,1.00 
University of Pittsburgh,2012,1.48 ,1.73 ,1.53 ,2.00 
University of Pittsburgh,2013,2.39 ,1.53 ,1.00 ,1.00 
University of Pittsburgh,2014,1.98 ,1.56 ,1.64 ,1.29 
University of Pittsburgh,2015,2.07 ,1.82 ,1.00 ,1.45 
University of Pittsburgh,2016,3.32 ,1.45 ,1.00 ,1.00 
University of Pittsburgh,2017,2.35 ,1.54 ,1.00 ,1.22 
