dept,Year,AIadj,SYSadj,Theoadj,IAadj
Northwestern University,2000,1.83 ,2.67 ,1.53 ,1.25 
Northwestern University,2001,1.00 ,1.38 ,1.73 ,1.00 
Northwestern University,2002,1.41 ,1.56 ,1.25 ,1.50 
Northwestern University,2003,1.20 ,1.74 ,1.50 ,2.00 
Northwestern University,2004,1.24 ,2.13 ,1.25 ,1.58 
Northwestern University,2005,1.78 ,1.83 ,3.08 ,1.58 
Northwestern University,2006,1.50 ,1.48 ,3.00 ,1.53 
Northwestern University,2007,1.73 ,1.64 ,2.33 ,1.63 
Northwestern University,2008,1.45 ,1.71 ,2.20 ,1.41 
Northwestern University,2009,1.33 ,1.59 ,1.33 ,1.78 
Northwestern University,2010,1.41 ,1.42 ,1.98 ,1.41 
Northwestern University,2011,1.60 ,1.57 ,2.56 ,1.58 
Northwestern University,2012,1.52 ,1.50 ,3.53 ,1.38 
Northwestern University,2013,2.07 ,1.31 ,1.83 ,1.56 
Northwestern University,2014,1.29 ,1.55 ,4.28 ,1.69 
Northwestern University,2015,1.61 ,1.29 ,3.37 ,1.60 
Northwestern University,2016,1.37 ,1.31 ,1.58 ,1.93 
Northwestern University,2017,1.62 ,1.26 ,2.83 ,1.25 
