dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Texas at Dallas,2000,1.29 ,1.50 ,1.32 ,1.00 
University of Texas at Dallas,2001,1.83 ,1.50 ,1.00 ,1.00 
University of Texas at Dallas,2002,2.16 ,1.00 ,1.50 ,1.00 
University of Texas at Dallas,2003,3.58 ,1.50 ,2.33 ,1.33 
University of Texas at Dallas,2004,1.73 ,1.00 ,1.50 ,1.00 
University of Texas at Dallas,2005,2.16 ,1.60 ,1.00 ,1.00 
University of Texas at Dallas,2006,2.03 ,1.41 ,1.00 ,1.00 
University of Texas at Dallas,2007,2.34 ,1.37 ,1.25 ,1.00 
University of Texas at Dallas,2008,2.12 ,1.46 ,1.33 ,1.20 
University of Texas at Dallas,2009,1.93 ,1.52 ,1.00 ,1.00 
University of Texas at Dallas,2010,2.30 ,1.46 ,2.00 ,2.00 
University of Texas at Dallas,2011,4.08 ,1.46 ,1.50 ,1.00 
University of Texas at Dallas,2012,3.01 ,2.15 ,1.33 ,1.00 
University of Texas at Dallas,2013,2.48 ,1.43 ,3.33 ,1.14 
University of Texas at Dallas,2014,2.39 ,2.38 ,1.25 ,1.00 
University of Texas at Dallas,2015,2.84 ,1.66 ,1.83 ,1.17 
University of Texas at Dallas,2016,2.23 ,2.03 ,1.67 ,1.50 
University of Texas at Dallas,2017,1.85 ,1.87 ,1.50 ,1.00 
