dept,Year,AIadj,SYSadj,Theoadj,IAadj
Stanford University,2000,1.41 ,2.02 ,2.65 ,2.15 
Stanford University,2001,2.01 ,2.24 ,3.21 ,2.39 
Stanford University,2002,1.88 ,2.02 ,2.37 ,2.30 
Stanford University,2003,2.22 ,1.85 ,1.88 ,2.07 
Stanford University,2004,2.37 ,1.88 ,2.32 ,2.10 
Stanford University,2005,2.34 ,1.87 ,3.00 ,2.25 
Stanford University,2006,2.16 ,2.06 ,2.49 ,2.36 
Stanford University,2007,2.83 ,1.91 ,2.14 ,1.94 
Stanford University,2008,2.80 ,1.81 ,2.13 ,2.61 
Stanford University,2009,2.78 ,1.85 ,1.87 ,2.15 
Stanford University,2010,3.02 ,1.96 ,2.74 ,2.59 
Stanford University,2011,3.05 ,2.15 ,2.26 ,2.31 
Stanford University,2012,3.42 ,2.01 ,1.82 ,2.51 
Stanford University,2013,3.78 ,2.40 ,2.87 ,2.18 
Stanford University,2014,3.66 ,2.38 ,2.70 ,2.74 
Stanford University,2015,4.97 ,1.95 ,1.68 ,2.35 
Stanford University,2016,5.12 ,1.89 ,3.90 ,2.36 
Stanford University,2017,4.49 ,2.12 ,2.11 ,3.03 
