dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of California - Riverside,2000,2.50 ,1.43 ,2.81 ,1.00 
University of California - Riverside,2001,1.48 ,1.52 ,2.50 ,1.44 
University of California - Riverside,2002,2.67 ,2.11 ,1.83 ,1.33 
University of California - Riverside,2003,2.24 ,1.56 ,1.00 ,1.50 
University of California - Riverside,2004,1.95 ,1.66 ,1.33 ,2.00 
University of California - Riverside,2005,2.00 ,1.59 ,1.00 ,1.00 
University of California - Riverside,2006,2.10 ,1.61 ,1.00 ,1.43 
University of California - Riverside,2007,2.02 ,1.41 ,1.75 ,1.00 
University of California - Riverside,2008,1.73 ,1.40 ,1.00 ,1.34 
University of California - Riverside,2009,1.89 ,1.48 ,1.14 ,1.41 
University of California - Riverside,2010,1.78 ,1.65 ,1.00 ,1.25 
University of California - Riverside,2011,1.80 ,1.44 ,1.00 ,1.44 
University of California - Riverside,2012,1.44 ,1.66 ,1.50 ,1.25 
University of California - Riverside,2013,1.43 ,1.66 ,1.00 ,1.20 
University of California - Riverside,2014,2.37 ,1.87 ,1.53 ,1.24 
University of California - Riverside,2015,1.74 ,1.70 ,1.33 ,1.26 
University of California - Riverside,2016,1.45 ,1.84 ,1.33 ,1.39 
University of California - Riverside,2017,1.96 ,1.93 ,1.00 ,1.00 
