dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Hawaii at Manoa,2000,1.25 ,1.25 ,1.00 ,1.00 
University of Hawaii at Manoa,2001,1.00 ,1.33 ,1.00 ,1.25 
University of Hawaii at Manoa,2002,1.00 ,1.26 ,1.00 ,1.00 
University of Hawaii at Manoa,2003,1.26 ,1.63 ,1.00 ,1.00 
University of Hawaii at Manoa,2004,1.00 ,1.67 ,1.00 ,1.25 
University of Hawaii at Manoa,2005,1.00 ,1.19 ,1.00 ,1.00 
University of Hawaii at Manoa,2006,1.00 ,2.39 ,1.00 ,1.00 
University of Hawaii at Manoa,2007,1.00 ,1.43 ,1.00 ,1.11 
University of Hawaii at Manoa,2008,1.00 ,1.50 ,1.00 ,1.00 
University of Hawaii at Manoa,2009,1.00 ,1.11 ,1.00 ,1.00 
University of Hawaii at Manoa,2010,1.00 ,1.25 ,1.00 ,1.00 
University of Hawaii at Manoa,2011,1.00 ,1.20 ,1.00 ,2.00 
University of Hawaii at Manoa,2012,1.00 ,1.20 ,1.00 ,1.00 
University of Hawaii at Manoa,2013,1.00 ,1.25 ,1.00 ,1.00 
University of Hawaii at Manoa,2014,1.00 ,1.00 ,1.00 ,1.17 
University of Hawaii at Manoa,2015,1.00 ,1.20 ,1.00 ,1.45 
University of Hawaii at Manoa,2016,1.0,1.0,1.0,1.0
University of Hawaii at Manoa,2017,1.00 ,1.14 ,2.00 ,1.00 
