dept,Year,AIadj,SYSadj,Theoadj,IAadj
Duke University,2000,1.54 ,1.49 ,3.00 ,1.60 
Duke University,2001,1.56 ,1.46 ,3.33 ,1.70 
Duke University,2002,1.91 ,1.52 ,1.83 ,1.58 
Duke University,2003,2.52 ,1.37 ,1.33 ,1.79 
Duke University,2004,1.91 ,1.65 ,1.67 ,1.55 
Duke University,2005,2.07 ,1.43 ,1.78 ,1.63 
Duke University,2006,1.89 ,1.49 ,1.33 ,1.96 
Duke University,2007,1.56 ,1.60 ,3.08 ,1.87 
Duke University,2008,1.99 ,1.39 ,1.25 ,1.75 
Duke University,2009,1.90 ,1.30 ,2.17 ,1.73 
Duke University,2010,1.88 ,1.42 ,2.25 ,1.46 
Duke University,2011,2.18 ,1.84 ,2.92 ,1.78 
Duke University,2012,2.17 ,1.64 ,3.42 ,1.78 
Duke University,2013,1.99 ,1.30 ,2.50 ,1.54 
Duke University,2014,1.79 ,1.35 ,2.08 ,1.62 
Duke University,2015,1.96 ,1.39 ,2.17 ,1.75 
Duke University,2016,3.61 ,1.31 ,1.42 ,1.63 
Duke University,2017,2.01 ,1.62 ,2.08 ,1.58 
