dept,Year,AIadj,SYSadj,Theoadj,IAadj
Temple University,2000,1.63 ,1.00 ,1.00 ,1.00 
Temple University,2001,1.50 ,1.00 ,1.00 ,1.20 
Temple University,2002,1.00 ,2.00 ,1.00 ,1.00 
Temple University,2003,1.00 ,1.00 ,1.00 ,1.25 
Temple University,2005,2.83 ,1.00 ,1.00 ,1.33 
Temple University,2006,2.49 ,1.33 ,1.00 ,2.00 
Temple University,2007,1.85 ,1.33 ,1.00 ,1.00 
Temple University,2008,1.97 ,1.00 ,1.00 ,1.25 
Temple University,2009,2.04 ,1.45 ,1.00 ,1.00 
Temple University,2010,2.36 ,1.00 ,1.00 ,1.00 
Temple University,2011,2.29 ,1.22 ,1.00 ,1.00 
Temple University,2012,1.95 ,1.49 ,1.00 ,1.00 
Temple University,2013,1.94 ,1.00 ,1.00 ,1.33 
Temple University,2014,2.03 ,1.58 ,1.00 ,1.14 
Temple University,2015,1.72 ,1.23 ,1.00 ,1.00 
Temple University,2016,1.86 ,1.00 ,1.00 ,1.17 
Temple University,2017,1.64 ,1.10 ,1.00 ,1.17 
