dept,Year,AIadj,SYSadj,Theoadj,IAadj
California Institute of Technology,2000,2.00 ,1.00 ,2.83 ,1.42 
California Institute of Technology,2001,1.95 ,1.33 ,2.08 ,1.86 
California Institute of Technology,2002,1.41 ,1.33 ,2.00 ,1.74 
California Institute of Technology,2003,1.90 ,1.45 ,1.50 ,2.22 
California Institute of Technology,2004,2.60 ,1.00 ,1.58 ,1.33 
California Institute of Technology,2005,4.92 ,1.83 ,1.92 ,1.42 
California Institute of Technology,2006,1.33 ,1.29 ,2.08 ,1.50 
California Institute of Technology,2007,1.47 ,1.00 ,2.08 ,1.75 
California Institute of Technology,2008,2.45 ,1.50 ,3.28 ,1.50 
California Institute of Technology,2009,1.51 ,1.00 ,2.50 ,1.70 
California Institute of Technology,2010,1.52 ,1.33 ,2.11 ,1.25 
California Institute of Technology,2011,2.23 ,1.40 ,1.83 ,1.78 
California Institute of Technology,2012,1.45 ,1.46 ,2.50 ,1.25 
California Institute of Technology,2013,1.89 ,1.33 ,2.04 ,1.91 
California Institute of Technology,2014,1.69 ,1.56 ,1.25 ,1.97 
California Institute of Technology,2015,1.69 ,1.22 ,2.08 ,2.15 
California Institute of Technology,2016,1.49 ,1.20 ,2.00 ,1.87 
California Institute of Technology,2017,1.87 ,1.33 ,2.67 ,1.58 
