dept,Year,AIadj,SYSadj,Theoadj,IAadj
IUPUI,2000,1.0,1.0,1.0,1.0
IUPUI,2001,1.0,1.0,1.0,1.0
IUPUI,2002,1.0,1.0,1.0,1.0
IUPUI,2003,1.0,1.0,1.0,1.0
IUPUI,2004,1.25 ,1.20 ,1.00 ,1.00 
IUPUI,2005,1.50 ,1.00 ,1.00 ,1.00 
IUPUI,2006,1.25 ,1.00 ,1.00 ,1.00 
IUPUI,2007,1.68 ,1.33 ,1.00 ,1.00 
IUPUI,2008,1.40 ,1.00 ,1.00 ,1.00 
IUPUI,2009,1.47 ,1.41 ,1.00 ,1.00 
IUPUI,2010,1.00 ,1.75 ,1.00 ,1.00 
IUPUI,2011,1.0,1.0,1.0,1.0
IUPUI,2012,1.17 ,1.33 ,1.00 ,1.00 
IUPUI,2013,1.33 ,1.00 ,1.00 ,1.00 
IUPUI,2014,2.67 ,1.50 ,1.00 ,1.00 
IUPUI,2015,1.14 ,1.00 ,1.00 ,1.00 
IUPUI,2016,1.0,1.0,1.0,1.0
IUPUI,2017,1.00 ,1.10 ,1.00 ,1.00 
