dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Maryland - College Park,2000,1.94 ,1.84 ,4.53 ,1.73 
University of Maryland - College Park,2001,1.80 ,1.51 ,2.20 ,1.46 
University of Maryland - College Park,2002,1.65 ,1.63 ,1.57 ,1.50 
University of Maryland - College Park,2003,1.80 ,1.55 ,2.61 ,1.68 
University of Maryland - College Park,2004,2.41 ,2.28 ,2.22 ,1.58 
University of Maryland - College Park,2005,3.40 ,1.59 ,2.66 ,1.79 
University of Maryland - College Park,2006,1.94 ,1.77 ,3.00 ,1.62 
University of Maryland - College Park,2007,2.53 ,1.70 ,4.01 ,1.93 
University of Maryland - College Park,2008,2.55 ,1.87 ,1.91 ,1.84 
University of Maryland - College Park,2009,2.56 ,1.93 ,1.48 ,1.76 
University of Maryland - College Park,2010,2.31 ,1.91 ,1.97 ,1.24 
University of Maryland - College Park,2011,2.61 ,1.61 ,3.08 ,1.57 
University of Maryland - College Park,2012,2.71 ,2.20 ,2.21 ,1.58 
University of Maryland - College Park,2013,2.42 ,1.51 ,1.93 ,1.83 
University of Maryland - College Park,2014,2.15 ,1.80 ,2.45 ,1.41 
University of Maryland - College Park,2015,3.18 ,1.65 ,1.57 ,1.44 
University of Maryland - College Park,2016,3.77 ,1.95 ,2.10 ,1.40 
University of Maryland - College Park,2017,2.59 ,1.72 ,1.58 ,1.73 
