dept,Year,AIadj,SYSadj,Theoadj,IAadj
OHSU,2000,1.0,1.0,1.0,1.0
OHSU,2001,1.0,1.0,1.0,1.0
OHSU,2002,1.0,1.0,1.0,1.0
OHSU,2003,1.0,1.0,1.0,1.0
OHSU,2004,1.0,1.0,1.0,1.0
OHSU,2005,1.50 ,1.00 ,1.00 ,1.00 
OHSU,2006,1.0,1.0,1.0,1.0
OHSU,2007,2.50 ,1.00 ,1.00 ,1.00 
OHSU,2008,1.0,1.0,1.0,1.0
OHSU,2009,1.0,1.0,1.0,1.0
OHSU,2010,1.50 ,1.00 ,1.00 ,1.00 
OHSU,2011,1.0,1.0,1.0,1.0
OHSU,2012,1.0,1.0,1.0,1.0
OHSU,2013,1.25 ,1.00 ,1.00 ,1.00 
OHSU,2014,1.0,1.0,1.0,1.0
OHSU,2015,1.25 ,1.00 ,1.00 ,1.00 
OHSU,2016,1.0,1.0,1.0,1.0
OHSU,2017,1.33 ,1.00 ,1.00 ,1.00 
