dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Pennsylvania,2000,3.67 ,1.89 ,2.56 ,1.88 
University of Pennsylvania,2001,2.52 ,1.63 ,2.53 ,2.78 
University of Pennsylvania,2002,2.15 ,1.36 ,2.28 ,2.22 
University of Pennsylvania,2003,2.29 ,1.59 ,1.83 ,2.71 
University of Pennsylvania,2004,2.41 ,1.88 ,4.42 ,3.40 
University of Pennsylvania,2005,2.19 ,1.84 ,1.93 ,2.91 
University of Pennsylvania,2006,2.39 ,1.57 ,2.30 ,2.41 
University of Pennsylvania,2007,2.29 ,1.59 ,2.04 ,2.87 
University of Pennsylvania,2008,2.49 ,1.57 ,1.89 ,3.30 
University of Pennsylvania,2009,1.83 ,1.63 ,1.97 ,2.92 
University of Pennsylvania,2010,3.08 ,1.84 ,1.87 ,3.51 
University of Pennsylvania,2011,3.42 ,2.15 ,2.75 ,2.81 
University of Pennsylvania,2012,2.71 ,1.71 ,2.13 ,2.51 
University of Pennsylvania,2013,3.11 ,1.46 ,1.68 ,7.31 
University of Pennsylvania,2014,2.86 ,1.61 ,1.98 ,2.66 
University of Pennsylvania,2015,3.93 ,1.57 ,2.20 ,2.83 
University of Pennsylvania,2016,3.10 ,1.50 ,2.02 ,3.05 
University of Pennsylvania,2017,3.23 ,1.64 ,1.51 ,2.63 
