dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Tennessee,2000,1.50 ,1.43 ,1.00 ,1.25 
University of Tennessee,2001,1.43 ,1.20 ,1.00 ,1.25 
University of Tennessee,2002,1.00 ,1.66 ,1.00 ,3.00 
University of Tennessee,2003,1.33 ,1.33 ,1.00 ,1.55 
University of Tennessee,2004,1.00 ,1.50 ,1.00 ,1.38 
University of Tennessee,2005,1.00 ,1.19 ,1.00 ,1.67 
University of Tennessee,2006,1.50 ,2.43 ,1.00 ,1.58 
University of Tennessee,2007,1.46 ,1.22 ,1.00 ,2.87 
University of Tennessee,2008,1.37 ,1.39 ,1.00 ,1.98 
University of Tennessee,2009,1.38 ,1.61 ,1.00 ,2.77 
University of Tennessee,2010,1.37 ,1.54 ,1.00 ,1.80 
University of Tennessee,2011,1.46 ,1.72 ,1.17 ,2.37 
University of Tennessee,2012,1.00 ,1.36 ,1.00 ,1.95 
University of Tennessee,2013,1.61 ,1.58 ,1.00 ,1.51 
University of Tennessee,2014,1.29 ,1.41 ,1.00 ,1.45 
University of Tennessee,2015,1.55 ,1.39 ,1.00 ,1.72 
University of Tennessee,2016,1.29 ,1.42 ,1.00 ,1.25 
University of Tennessee,2017,1.36 ,1.27 ,1.00 ,1.25 
