dept,Year,AIadj,SYSadj,Theoadj,IAadj
University at Buffalo,2000,2.50 ,1.00 ,1.00 ,1.00 
University at Buffalo,2001,1.0,1.0,1.0,1.0
University at Buffalo,2002,1.00 ,1.25 ,1.00 ,1.00 
University at Buffalo,2003,1.77 ,1.33 ,1.50 ,1.00 
University at Buffalo,2004,1.50 ,1.01 ,1.25 ,1.50 
University at Buffalo,2005,1.33 ,1.00 ,1.50 ,1.51 
University at Buffalo,2006,1.17 ,1.33 ,1.83 ,1.67 
University at Buffalo,2007,1.61 ,1.25 ,1.50 ,1.64 
University at Buffalo,2008,1.56 ,1.33 ,1.50 ,1.00 
University at Buffalo,2009,1.78 ,1.41 ,1.00 ,1.67 
University at Buffalo,2010,1.67 ,1.21 ,1.92 ,1.50 
University at Buffalo,2011,1.50 ,1.57 ,1.50 ,1.50 
University at Buffalo,2012,1.25 ,1.22 ,1.75 ,1.50 
University at Buffalo,2013,2.33 ,1.17 ,1.50 ,1.00 
University at Buffalo,2014,1.64 ,1.37 ,2.28 ,1.56 
University at Buffalo,2015,1.63 ,1.45 ,2.58 ,1.09 
University at Buffalo,2016,4.18 ,1.51 ,1.84 ,2.00 
University at Buffalo,2017,2.17 ,1.43 ,3.50 ,1.25 
