dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Nevada,2001,1.00 ,1.00 ,1.00 ,1.50 
University of Nevada,2002,1.50 ,1.00 ,1.00 ,1.00 
University of Nevada,2003,1.50 ,1.00 ,1.00 ,1.00 
University of Nevada,2004,1.33 ,1.00 ,1.00 ,1.00 
University of Nevada,2007,1.50 ,1.50 ,1.00 ,1.00 
University of Nevada,2009,1.00 ,1.00 ,1.00 ,2.00 
University of Nevada,2010,1.00 ,1.00 ,1.00 ,1.83 
University of Nevada,2011,1.00 ,1.00 ,1.00 ,1.78 
University of Nevada,2012,1.00 ,1.00 ,1.00 ,1.61 
University of Nevada,2013,1.00 ,1.00 ,1.00 ,2.00 
University of Nevada,2014,1.00 ,1.00 ,1.00 ,1.75 
University of Nevada,2015,1.25 ,1.33 ,1.00 ,1.75 
University of Nevada,2016,1.00 ,1.58 ,1.00 ,1.60 
University of Nevada,2017,1.00 ,1.10 ,1.00 ,1.51 
