dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of California - Berkeley,2000,2.97 ,2.21 ,2.72 ,1.81 
University of California - Berkeley,2001,2.60 ,2.23 ,4.17 ,2.43 
University of California - Berkeley,2002,2.69 ,2.37 ,2.03 ,2.32 
University of California - Berkeley,2003,3.69 ,1.97 ,2.39 ,2.79 
University of California - Berkeley,2004,3.27 ,2.26 ,2.15 ,1.98 
University of California - Berkeley,2005,3.62 ,2.21 ,2.30 ,2.58 
University of California - Berkeley,2006,2.79 ,2.15 ,1.87 ,2.38 
University of California - Berkeley,2007,4.20 ,2.32 ,2.23 ,2.86 
University of California - Berkeley,2008,4.34 ,2.42 ,2.25 ,2.03 
University of California - Berkeley,2009,5.96 ,1.94 ,3.17 ,2.73 
University of California - Berkeley,2010,3.18 ,1.89 ,1.99 ,3.00 
University of California - Berkeley,2011,3.49 ,2.12 ,1.86 ,3.16 
University of California - Berkeley,2012,6.44 ,2.02 ,3.58 ,2.53 
University of California - Berkeley,2013,5.33 ,1.95 ,2.68 ,2.15 
University of California - Berkeley,2014,3.78 ,1.91 ,2.64 ,2.68 
University of California - Berkeley,2015,5.46 ,1.75 ,1.92 ,3.56 
University of California - Berkeley,2016,3.87 ,1.82 ,2.13 ,2.96 
University of California - Berkeley,2017,4.27 ,1.84 ,2.56 ,2.29 
