dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Massachusetts Amherst,2000,1.81 ,1.64 ,1.00 ,2.20 
University of Massachusetts Amherst,2001,1.85 ,1.41 ,1.90 ,1.00 
University of Massachusetts Amherst,2002,2.59 ,1.66 ,1.00 ,3.03 
University of Massachusetts Amherst,2003,2.19 ,1.54 ,1.00 ,1.92 
University of Massachusetts Amherst,2004,2.02 ,1.67 ,1.22 ,1.33 
University of Massachusetts Amherst,2005,2.68 ,1.50 ,1.20 ,1.29 
University of Massachusetts Amherst,2006,1.94 ,1.75 ,1.33 ,1.69 
University of Massachusetts Amherst,2007,3.63 ,2.08 ,1.46 ,1.48 
University of Massachusetts Amherst,2008,2.05 ,1.76 ,1.83 ,1.29 
University of Massachusetts Amherst,2009,2.25 ,1.55 ,1.00 ,1.20 
University of Massachusetts Amherst,2010,2.32 ,1.71 ,2.08 ,1.35 
University of Massachusetts Amherst,2011,3.65 ,1.83 ,1.20 ,1.55 
University of Massachusetts Amherst,2012,2.19 ,1.77 ,1.83 ,1.97 
University of Massachusetts Amherst,2013,3.19 ,1.67 ,1.22 ,1.74 
University of Massachusetts Amherst,2014,2.43 ,2.06 ,2.20 ,1.50 
University of Massachusetts Amherst,2015,2.79 ,1.79 ,2.00 ,1.39 
University of Massachusetts Amherst,2016,2.59 ,1.77 ,1.39 ,1.62 
University of Massachusetts Amherst,2017,3.33 ,1.68 ,2.00 ,1.46 
